Table	Duration	Birth	Death	LastKnownVersion	BirthDate	LKVDate	YearOfBirth	YearOfLKV	DurationDays	SchemaSize@Birth	SchemaSize@LKV	SchemaSizeAvg	SchemaSizeResizeRatio	SumUpd	CountVwUpd	ATU	UpdRate	AvgUpdVolume	SurvivalClass	ActivityClass	LADClass
aggregate_loss	3	0	2	2	2016-01-21 10:33:45	2016-02-11 07:09:15	0	1	20	6	6	6	1	0	0	0	0		10	0	10
aggregate_loss_curve_data	3	0	2	2	2016-01-21 10:33:45	2016-02-11 07:09:15	0	1	20	6	6	6	1	0	0	0	0		10	0	10
assoc_lt_rlz_trt_model	3	0	2	2	2016-01-21 10:33:45	2016-02-11 07:09:15	0	1	20	4	4	4	1	0	0	0	0		10	0	10
bcr_distribution	3	0	2	2	2016-01-21 10:33:45	2016-02-11 07:09:15	0	1	20	4	4	4	1	0	0	0	0		10	0	10
bcr_distribution_data	3	0	2	2	2016-01-21 10:33:45	2016-02-11 07:09:15	0	1	20	6	6	6	1	0	0	0	0		10	0	10
cost	3	0	2	2	2016-01-21 10:33:45	2016-02-11 07:09:15	0	1	20	7	7	7	1	0	0	0	0		10	0	10
cost_type	3	0	2	2	2016-01-21 10:33:45	2016-02-11 07:09:15	0	1	20	7	7	7	1	0	0	0	0		10	0	10
disagg_result	3	0	2	2	2016-01-21 10:33:45	2016-02-11 07:09:15	0	1	20	16	16	16	1	0	0	0	0		10	0	10
dmg_dist_per_asset	3	0	2	2	2016-01-21 10:33:45	2016-02-11 07:09:15	0	1	20	6	6	6	1	0	0	0	0		10	0	10
dmg_dist_per_taxonomy	3	0	2	2	2016-01-21 10:33:45	2016-02-11 07:09:15	0	1	20	6	6	6	1	0	0	0	0		10	0	10
dmg_dist_total	3	0	2	2	2016-01-21 10:33:45	2016-02-11 07:09:15	0	1	20	5	5	5	1	0	0	0	0		10	0	10
dmg_state	3	0	2	2	2016-01-21 10:33:45	2016-02-11 07:09:15	0	1	20	5	5	5	1	0	0	0	0		10	0	10
event_loss	3	0	2	2	2016-01-21 10:33:45	2016-02-11 07:09:15	0	1	20	4	4	4	1	0	0	0	0		10	0	10
event_loss_data	3	0	2	2	2016-01-21 10:33:45	2016-02-11 07:09:15	0	1	20	4	4	4	1	0	0	0	0		10	0	10
exposure_data	3	0	2	2	2016-01-21 10:33:45	2016-02-11 07:09:15	0	1	20	7	7	7	1	0	0	0	0		10	0	10
exposure_model	3	0	2	2	2016-01-21 10:33:45	2016-02-11 07:09:15	0	1	20	10	10	10	1	0	0	0	0		10	0	10
gmf	3	0	2	2	2016-01-21 10:33:45	2016-02-11 07:09:15	0	1	20	3	3	3	1	0	0	0	0		10	0	10
gmf_data	3	0	2	2	2016-01-21 10:33:45	2016-02-11 07:09:15	0	1	20	9	9	9	1	0	0	0	0		10	0	10
gmf_rupture	3	0	2	2	2016-01-21 10:33:45	2016-02-11 07:09:15	0	1	20	5	5	5	1	0	0	0	0		10	0	10
hazard_calculation	3	0	2	2	2016-01-21 10:33:45	2016-02-11 07:09:15	0	1	20	39	39	39	1	0	0	0	0		10	0	10
hazard_curve	3	0	2	2	2016-01-21 10:33:45	2016-02-11 07:09:15	0	1	20	10	10	10	1	0	0	0	0		10	0	10
hazard_curve_data	3	0	2	2	2016-01-21 10:33:45	2016-02-11 07:09:15	0	1	20	4	4	4	1	0	0	0	0		10	0	10
hazard_map	3	0	2	2	2016-01-21 10:33:45	2016-02-11 07:09:15	0	1	20	13	13	13	1	0	0	0	0		10	0	10
hazard_site	3	0	2	2	2016-01-21 10:33:45	2016-02-11 07:09:15	0	1	20	3	3	3	1	0	0	0	0		10	0	10
imt	3	0	2	2	2016-01-21 10:33:45	2016-02-11 07:09:15	0	1	20	5	5	5	1	0	0	0	0		10	0	10
job	6	3	-	8	2016-02-16 13:04:05	2017-09-06 16:16:18	1	2	568	11	11	11	1	0	0	0	0		20	0	20
job_stats	3	0	2	2	2016-01-21 10:33:45	2016-02-11 07:09:15	0	1	20	5	5	5	1	0	0	0	0		10	0	10
log	6	3	-	8	2016-02-16 13:04:05	2017-09-06 16:16:18	1	2	568	6	6	6	1	0	0	0	0		20	0	20
loss_curve	3	0	2	2	2016-01-21 10:33:45	2016-02-11 07:09:15	0	1	20	8	8	8	1	0	0	0	0		10	0	10
loss_curve_data	3	0	2	2	2016-01-21 10:33:45	2016-02-11 07:09:15	0	1	20	8	8	8	1	0	0	0	0		10	0	10
loss_fraction	3	0	2	2	2016-01-21 10:33:45	2016-02-11 07:09:15	0	1	20	8	8	8	1	0	0	0	0		10	0	10
loss_fraction_data	3	0	2	2	2016-01-21 10:33:45	2016-02-11 07:09:15	0	1	20	4	4	4	1	0	0	0	0		10	0	10
loss_map	3	0	2	2	2016-01-21 10:33:45	2016-02-11 07:09:15	0	1	20	8	8	8	1	0	0	0	0		10	0	10
loss_map_data	3	0	2	2	2016-01-21 10:33:45	2016-02-11 07:09:15	0	1	20	5	5	5	1	0	0	0	0		10	0	10
lt_realization	3	0	2	2	2016-01-21 10:33:45	2016-02-11 07:09:15	0	1	20	5	5	5	1	0	0	0	0		10	0	10
lt_source_model	3	0	2	2	2016-01-21 10:33:45	2016-02-11 07:09:15	0	1	20	6	6	6	1	0	0	0	0		10	0	10
occupancy	3	0	2	2	2016-01-21 10:33:45	2016-02-11 07:09:15	0	1	20	4	4	4	1	0	0	0	0		10	0	10
oq_job	3	0	2	2	2016-01-21 10:33:45	2016-02-11 07:09:15	0	1	20	15	15	15	1	0	0	0	0		10	0	10
output	9	0	-	8	2016-01-21 10:33:45	2017-09-06 16:16:18	0	2	594	5	5	5	1	5	1	0.56	0.11	5	20	1	21
