Table	Duration	Birth	Death	LastKnownVersion	BirthDate	LKVDate	YearOfBirth	YearOfLKV	DurationDays	SchemaSize@Birth	SchemaSize@LKV	SchemaSizeAvg	SchemaSizeResizeRatio	SumUpd	CountVwUpd	ATU	UpdRate	AvgUpdVolume	SurvivalClass	ActivityClass	LADClass
applications	9	0	-	8	2015-02-24 15:35:12	2015-08-17 21:12:45	0	1	174	4	6	5.56	1.5	2	1	0.22	0.11	2	20	1	21
applications_audit	9	0	-	8	2015-02-24 15:35:12	2015-08-17 21:12:45	0	1	174	6	6	6	1	2	1	0.22	0.11	2	20	1	21
artifact_assignments	9	0	-	8	2015-02-24 15:35:12	2015-08-17 21:12:45	0	1	174	7	7	7	1	2	1	0.22	0.11	2	20	1	21
artifact_assignments_audit	1	8	-	8	2015-08-17 21:12:45	2015-08-17 21:12:45	1	1	0	8	8	8	1	0	0	0	0		20	0	20
artifact_notes	9	0	-	8	2015-02-24 15:35:12	2015-08-17 21:12:45	0	1	174	5	5	5	1	2	1	0.22	0.11	2	20	1	21
artifact_types	9	0	-	8	2015-02-24 15:35:12	2015-08-17 21:12:45	0	1	174	2	2	2	1	0	0	0	0		20	0	20
artifacts	9	0	-	8	2015-02-24 15:35:12	2015-08-17 21:12:45	0	1	174	7	7	7	1	0	0	0	0		20	0	20
deployment_time_windows	4	5	-	8	2015-05-14 23:38:34	2015-08-17 21:12:45	1	1	94	11	11	11	1	0	0	0	0		20	0	20
deploys	9	0	-	8	2015-02-24 15:35:12	2015-08-17 21:12:45	0	1	174	6	8	7.56	1.33	2	1	0.22	0.11	2	20	1	21
deploys_audit	9	0	-	8	2015-02-24 15:35:12	2015-08-17 21:12:45	0	1	174	8	9	8.22	1.12	3	2	0.33	0.22	1.5	20	1	21
envs	9	0	-	8	2015-02-24 15:35:12	2015-08-17 21:12:45	0	1	174	2	2	2	1	0	0	0	0		20	0	20
group_assignments	9	0	-	8	2015-02-24 15:35:12	2015-08-17 21:12:45	0	1	174	6	6	6	1	2	1	0.22	0.11	2	20	1	21
group_assignments_audit	9	0	-	8	2015-02-24 15:35:12	2015-08-17 21:12:45	0	1	174	7	7	7	1	2	1	0.22	0.11	2	20	1	21
group_perms	9	0	-	8	2015-02-24 15:35:12	2015-08-17 21:12:45	0	1	174	4	4	4	1	0	0	0	0		20	0	20
groups	9	0	-	8	2015-02-24 15:35:12	2015-08-17 21:12:45	0	1	174	5	5	5	1	2	1	0.22	0.11	2	20	1	21
jenkins_instances	3	6	-	8	2015-06-09 18:33:53	2015-08-17 21:12:45	1	1	69	5	5	5	1	0	0	0	0		20	0	20
jenkins_templates	3	6	-	8	2015-06-09 18:33:53	2015-08-17 21:12:45	1	1	69	6	6	6	1	0	0	0	0		20	0	20
lifecycles	9	0	-	8	2015-02-24 15:35:12	2015-08-17 21:12:45	0	1	174	2	2	2	1	0	0	0	0		20	0	20
repo_types	9	0	-	8	2015-02-24 15:35:12	2015-08-17 21:12:45	0	1	174	2	2	2	1	0	0	0	0		20	0	20
repo_urls	9	0	-	8	2015-02-24 15:35:12	2015-08-17 21:12:45	0	1	174	4	4	4	1	1	1	0.11	0.11	1	20	1	21
repos	9	0	-	8	2015-02-24 15:35:12	2015-08-17 21:12:45	0	1	174	3	3	3	1	0	0	0	0		20	0	20
user_group_assignments	8	1	-	8	2015-03-05 00:31:26	2015-08-17 21:12:45	1	1	165	6	6	6	1	2	1	0.25	0.12	2	20	1	21
users	8	1	-	8	2015-03-05 00:31:26	2015-08-17 21:12:45	1	1	165	10	10	10	1	2	1	0.25	0.12	2	20	1	21
