Table	Duration	Birth	Death	LastKnownVersion	BirthDate	LKVDate	YearOfBirth	YearOfLKV	DurationDays	SchemaSize@Birth	SchemaSize@LKV	SchemaSizeAvg	SchemaSizeResizeRatio	SumUpd	CountVwUpd	ATU	UpdRate	AvgUpdVolume	SurvivalClass	ActivityClass	LADClass
rocket_content_item	7	0	-	6	2016-08-18 21:22:54	2018-10-29 15:26:55	0	3	801	3	3	3	1	0	0	0	0		20	0	20
rocket_critmod_save	6	1	-	6	2016-08-18 22:29:23	2018-10-29 15:26:55	1	3	801	6	5	5.67	0.83	3	1	0.5	0.17	3	20	1	21
rocket_custom_grant	6	1	-	6	2016-08-18 22:29:23	2018-10-29 15:26:55	1	3	801	5	5	5	1	1	1	0.17	0.17	1	20	1	21
rocket_ei_grant	6	1	-	6	2016-08-18 22:29:23	2018-10-29 15:26:55	1	3	801	5	5	5	1	5	1	0.83	0.17	5	20	1	21
rocket_ei_grant_privileges	2	5	-	6	2018-09-11 16:26:02	2018-10-29 15:26:55	3	3	47	5	5	5	1	0	0	0	0		20	0	20
rocket_filter	1	0	0	0	2016-08-18 21:22:54	2016-08-18 21:22:54	0	0	0	5	5	5	1	0	0	0	0		10	0	10
rocket_login	7	0	-	6	2016-08-18 21:22:54	2018-10-29 15:26:55	0	3	801	7	7	7	1	5	3	0.71	0.43	1.67	20	1	21
rocket_translation_rocket_content_item	1	0	0	0	2016-08-18 21:22:54	2016-08-18 21:22:54	0	0	0	3	3	3	1	0	0	0	0		10	0	10
rocket_user	7	0	-	6	2016-08-18 21:22:54	2018-10-29 15:26:55	0	3	801	7	7	7	1	7	2	1	0.29	3.5	20	2	22
rocket_user_access_grant	7	0	-	6	2016-08-18 21:22:54	2018-10-29 15:26:55	0	3	801	7	7	7	1	0	0	0	0		20	0	20
rocket_user_group	7	0	-	6	2016-08-18 21:22:54	2018-10-29 15:26:55	0	3	801	2	3	2.86	1.5	1	1	0.14	0.14	1	20	1	21
rocket_user_privileges_grant	5	0	4	4	2016-08-18 21:22:54	2018-03-01 17:51:39	0	2	559	5	6	5.8	1.2	7	1	1.4	0.2	7	10	2	12
rocket_user_rocket_user_groups	6	1	-	6	2016-08-18 22:29:23	2018-10-29 15:26:55	1	3	801	2	2	2	1	0	0	0	0		20	0	20
rocket_user_script_grant	1	0	0	0	2016-08-18 21:22:54	2016-08-18 21:22:54	0	0	0	5	5	5	1	0	0	0	0		10	0	10
rocket_user_user_groups	1	0	0	0	2016-08-18 21:22:54	2016-08-18 21:22:54	0	0	0	2	2	2	1	0	0	0	0		10	0	10
