Table	Duration	Birth	Death	LastKnownVersion	BirthDate	LKVDate	YearOfBirth	YearOfLKV	DurationDays	SchemaSize@Birth	SchemaSize@LKV	SchemaSizeAvg	SchemaSizeResizeRatio	SumUpd	CountVwUpd	ATU	UpdRate	AvgUpdVolume	SurvivalClass	ActivityClass	LADClass
commit_comments	14	0	-	13	2015-09-24 09:21:39	2018-02-14 04:43:26	0	3	873	9	9	9	1	0	0	0	0		20	0	20
commit_parents	14	0	-	13	2015-09-24 09:21:39	2018-02-14 04:43:26	0	3	873	3	3	3	1	0	0	0	0		20	0	20
commits	14	0	-	13	2015-09-24 09:21:39	2018-02-14 04:43:26	0	3	873	7	7	7	1	0	0	0	0		20	0	20
followers	14	0	-	13	2015-09-24 09:21:39	2018-02-14 04:43:26	0	3	873	4	4	4	1	0	0	0	0		20	0	20
issue_comments	14	0	-	13	2015-09-24 09:21:39	2018-02-14 04:43:26	0	3	873	5	5	5	1	0	0	0	0		20	0	20
issue_events	14	0	-	13	2015-09-24 09:21:39	2018-02-14 04:43:26	0	3	873	7	7	7	1	0	0	0	0		20	0	20
issue_labels	14	0	-	13	2015-09-24 09:21:39	2018-02-14 04:43:26	0	3	873	3	3	3	1	0	0	0	0		20	0	20
issues	14	0	-	13	2015-09-24 09:21:39	2018-02-14 04:43:26	0	3	873	9	9	9	1	1	1	0.07	0.07	1	20	1	21
organization_members	14	0	-	13	2015-09-24 09:21:39	2018-02-14 04:43:26	0	3	873	4	4	4	1	0	0	0	0		20	0	20
project_commits	14	0	-	13	2015-09-24 09:21:39	2018-02-14 04:43:26	0	3	873	3	3	3	1	0	0	0	0		20	0	20
project_languages	9	5	-	13	2016-02-09 15:12:20	2018-02-14 04:43:26	1	3	735	5	5	5	1	0	0	0	0		20	0	20
project_members	14	0	-	13	2015-09-24 09:21:39	2018-02-14 04:43:26	0	3	873	5	5	5	1	0	0	0	0		20	0	20
project_topics	2	12	-	13	2018-01-22 07:12:19	2018-02-14 04:43:26	3	3	22	5	5	5	1	0	0	0	0		20	0	20
projects	14	0	-	13	2015-09-24 09:21:39	2018-02-14 04:43:26	0	3	873	10	11	10.64	1.1	1	1	0.07	0.07	1	20	1	21
pull_request_comments	14	0	-	13	2015-09-24 09:21:39	2018-02-14 04:43:26	0	3	873	8	8	8	1	0	0	0	0		20	0	20
pull_request_commits	14	0	-	13	2015-09-24 09:21:39	2018-02-14 04:43:26	0	3	873	3	3	3	1	0	0	0	0		20	0	20
pull_request_history	14	0	-	13	2015-09-24 09:21:39	2018-02-14 04:43:26	0	3	873	6	6	6	1	0	0	0	0		20	0	20
pull_requests	14	0	-	13	2015-09-24 09:21:39	2018-02-14 04:43:26	0	3	873	9	8	8.07	0.89	1	1	0.07	0.07	1	20	1	21
repo_labels	14	0	-	13	2015-09-24 09:21:39	2018-02-14 04:43:26	0	3	873	4	4	4	1	0	0	0	0		20	0	20
repo_milestones	14	0	-	13	2015-09-24 09:21:39	2018-02-14 04:43:26	0	3	873	4	4	4	1	0	0	0	0		20	0	20
schema_info	14	0	-	13	2015-09-24 09:21:39	2018-02-14 04:43:26	0	3	873	2	2	2	1	0	0	0	0		20	0	20
users	14	0	-	13	2015-09-24 09:21:39	2018-02-14 04:43:26	0	3	873	11	14	14.36	1.27	8	3	0.57	0.21	2.67	20	2	22
watchers	14	0	-	13	2015-09-24 09:21:39	2018-02-14 04:43:26	0	3	873	4	4	4	1	0	0	0	0		20	0	20
