Table	Duration	Birth	Death	LastKnownVersion	BirthDate	LKVDate	YearOfBirth	YearOfLKV	DurationDays	SchemaSize@Birth	SchemaSize@LKV	SchemaSizeAvg	SchemaSizeResizeRatio	SumUpd	CountVwUpd	ATU	UpdRate	AvgUpdVolume	SurvivalClass	ActivityClass	LADClass
address_definition_changes	12	0	-	11	2019-01-01 23:17:56	2019-04-28 21:29:34	0	1	116	4	4	4	1	0	0	0	0		20	0	20
addresses	12	0	-	11	2019-01-01 23:17:56	2019-04-28 21:29:34	0	1	116	2	2	2	1	0	0	0	0		20	0	20
archived_joints	12	0	-	11	2019-01-01 23:17:56	2019-04-28 21:29:34	0	1	116	4	4	4	1	0	0	0	0		20	0	20
asset_attestors	12	0	-	11	2019-01-01 23:17:56	2019-04-28 21:29:34	0	1	116	4	4	4	1	1	1	0.08	0.08	1	20	1	21
asset_denominations	12	0	-	11	2019-01-01 23:17:56	2019-04-28 21:29:34	0	1	116	4	4	4	1	0	0	0	0		20	0	20
asset_metadata	12	0	-	11	2019-01-01 23:17:56	2019-04-28 21:29:34	0	1	116	7	7	7	1	0	0	0	0		20	0	20
assets	12	0	-	11	2019-01-01 23:17:56	2019-04-28 21:29:34	0	1	116	12	12	12	1	2	1	0.17	0.08	2	20	1	21
attestations	12	0	-	11	2019-01-01 23:17:56	2019-04-28 21:29:34	0	1	116	4	4	4	1	0	0	0	0		20	0	20
attested_fields	12	0	-	11	2019-01-01 23:17:56	2019-04-28 21:29:34	0	1	116	6	6	6	1	0	0	0	0		20	0	20
authentifiers	12	0	-	11	2019-01-01 23:17:56	2019-04-28 21:29:34	0	1	116	4	4	4	1	0	0	0	0		20	0	20
balls	12	0	-	11	2019-01-01 23:17:56	2019-04-28 21:29:34	0	1	116	4	4	4	1	0	0	0	0		20	0	20
bots	12	0	-	11	2019-01-01 23:17:56	2019-04-28 21:29:34	0	1	116	6	6	6	1	0	0	0	0		20	0	20
catchup_chain_balls	12	0	-	11	2019-01-01 23:17:56	2019-04-28 21:29:34	0	1	116	2	2	2	1	0	0	0	0		20	0	20
chat_messages	12	0	-	11	2019-01-01 23:17:56	2019-04-28 21:29:34	0	1	116	6	6	6	1	0	0	0	0		20	0	20
correspondent_devices	12	0	-	11	2019-01-01 23:17:56	2019-04-28 21:29:34	0	1	116	7	8	7.58	1.14	1	1	0.08	0.08	1	20	1	21
correspondent_settings	6	6	-	11	2019-02-23 22:05:22	2019-04-28 21:29:34	1	1	63	4	4	4	1	0	0	0	0		20	0	20
data_feeds	12	0	-	11	2019-01-01 23:17:56	2019-04-28 21:29:34	0	1	116	5	5	5	1	0	0	0	0		20	0	20
definitions	12	0	-	11	2019-01-01 23:17:56	2019-04-28 21:29:34	0	1	116	3	3	3	1	1	1	0.08	0.08	1	20	1	21
dependencies	12	0	-	11	2019-01-01 23:17:56	2019-04-28 21:29:34	0	1	116	3	3	3	1	0	0	0	0		20	0	20
device_messages	12	0	-	11	2019-01-01 23:17:56	2019-04-28 21:29:34	0	1	116	4	4	4	1	0	0	0	0		20	0	20
devices	12	0	-	11	2019-01-01 23:17:56	2019-04-28 21:29:34	0	1	116	4	4	4	1	1	1	0.08	0.08	1	20	1	21
earned_headers_commission_recipients	12	0	-	11	2019-01-01 23:17:56	2019-04-28 21:29:34	0	1	116	3	3	3	1	0	0	0	0		20	0	20
extended_pubkeys	12	0	-	11	2019-01-01 23:17:56	2019-04-28 21:29:34	0	1	116	6	6	6	1	0	0	0	0		20	0	20
