Table	Duration	Birth	Death	LastKnownVersion	BirthDate	LKVDate	YearOfBirth	YearOfLKV	DurationDays	SchemaSize@Birth	SchemaSize@LKV	SchemaSizeAvg	SchemaSizeResizeRatio	SumUpd	CountVwUpd	ATU	UpdRate	AvgUpdVolume	SurvivalClass	ActivityClass	LADClass
advertisement	46	0	-	45	2016-06-09 00:09:52	2019-04-08 01:36:55	0	3	1033	6	8	7.7	1.33	8	1	0.17	0.02	8	20	2	22
article_gctt	16	30	-	45	2017-11-19 07:05:48	2019-04-08 01:36:55	2	3	504	7	7	7	1	0	0	0	0		20	0	20
articles	46	0	-	45	2016-06-09 00:09:52	2019-04-08 01:36:55	0	3	1033	23	27	25.5	1.17	5	3	0.11	0.07	1.67	20	1	21
authority	46	0	-	45	2016-06-09 00:09:52	2019-04-08 01:36:55	0	3	1033	9	9	9	1	0	0	0	0		20	0	20
auto_crawl_rule	45	1	-	45	2017-02-08 10:10:47	2019-04-08 01:36:55	1	3	788	14	14	14	1	0	0	0	0		20	0	20
bind_user	46	0	-	45	2016-06-09 00:09:52	2019-04-08 01:36:55	0	3	1033	8	13	11.91	1.62	10	1	0.22	0.02	10	20	2	22
book	44	2	-	45	2017-04-01 16:27:55	2019-04-08 01:36:55	1	3	736	21	25	24.05	1.19	14	3	0.32	0.07	4.67	20	2	22
comments	46	0	-	45	2016-06-09 00:09:52	2019-04-08 01:36:55	0	3	1033	9	9	9	1	0	0	0	0		20	0	20
crawl_rule	46	0	-	45	2016-06-09 00:09:52	2019-04-08 01:36:55	0	3	1033	13	14	13.87	1.08	1	1	0.02	0.02	1	20	1	21
default_avatar	42	4	-	45	2017-05-21 14:08:54	2019-04-08 01:36:55	1	3	686	4	4	4	1	0	0	0	0		20	0	20
download	9	37	-	45	2018-02-19 01:46:19	2019-04-08 01:36:55	2	3	412	13	14	13.44	1.08	2	1	0.22	0.11	2	20	1	21
dynamic	46	0	-	45	2016-06-09 00:09:52	2019-04-08 01:36:55	0	3	1033	7	7	7	1	0	0	0	0		20	0	20
favorites	46	0	-	45	2016-06-09 00:09:52	2019-04-08 01:36:55	0	3	1033	5	5	5	1	0	0	0	0		20	0	20
feed	35	11	-	45	2017-06-10 07:28:08	2019-04-08 01:36:55	2	3	666	16	16	16	1	0	0	0	0		20	0	20
friend_link	42	4	-	45	2017-05-21 14:08:54	2019-04-08 01:36:55	1	3	686	7	7	7	1	0	0	0	0		20	0	20
gctt_git	16	30	-	45	2017-11-19 07:05:48	2019-04-08 01:36:55	2	3	504	7	11	10.19	1.57	5	3	0.31	0.19	1.67	20	1	21
gctt_issue	10	36	-	45	2018-01-18 05:06:15	2019-04-08 01:36:55	2	3	444	10	10	10	1	0	0	0	0		20	0	20
gctt_timeline	12	34	-	45	2017-12-03 15:14:01	2019-04-08 01:36:55	2	3	490	4	4	4	1	0	0	0	0		20	0	20
gctt_user	16	30	-	45	2017-11-19 07:05:48	2019-04-08 01:36:55	2	3	504	10	12	11.5	1.2	4	2	0.25	0.12	2	20	1	21
gift	31	15	-	45	2017-07-30 02:52:01	2019-04-08 01:36:55	2	3	616	12	13	12.97	1.08	1	1	0.03	0.03	1	20	1	21
gift_redeem	31	15	-	45	2017-07-30 02:52:01	2019-04-08 01:36:55	2	3	616	7	7	7	1	0	0	0	0		20	0	20
image	46	0	-	45	2016-06-09 00:09:52	2019-04-08 01:36:55	0	3	1033	8	8	8	1	0	0	0	0		20	0	20
learning_material	42	4	-	45	2017-05-21 14:08:54	2019-04-08 01:36:55	1	3	686	8	8	8	1	0	0	0	0		20	0	20
likes	46	0	-	45	2016-06-09 00:09:52	2019-04-08 01:36:55	0	3	1033	6	6	6	1	0	0	0	0		20	0	20
message	46	0	-	45	2016-06-09 00:09:52	2019-04-08 01:36:55	0	3	1033	9	9	9	1	0	0	0	0		20	0	20
mission	37	9	-	45	2017-06-05 06:23:11	2019-04-08 01:36:55	1	3	671	10	10	10	1	0	0	0	0		20	0	20
morning_reading	46	0	-	45	2016-06-09 00:09:52	2019-04-08 01:36:55	0	3	1033	10	10	10	1	0	0	0	0		20	0	20
open_project	46	0	-	45	2016-06-09 00:09:52	2019-04-08 01:36:55	0	3	1033	24	26	25.52	1.08	2	1	0.04	0.02	2	20	1	21
page_ad	46	0	-	45	2016-06-09 00:09:52	2019-04-08 01:36:55	0	3	1033	6	7	6.85	1.17	12	2	0.26	0.04	6	20	2	22
recommend_node	25	21	-	45	2017-09-01 14:58:19	2019-04-08 01:36:55	2	3	583	7	7	7	1	0	0	0	0		20	0	20
resource	46	0	-	45	2016-06-09 00:09:52	2019-04-08 01:36:55	0	3	1033	10	13	12.28	1.3	4	1	0.09	0.02	4	20	1	21
resource_category	46	0	-	45	2016-06-09 00:09:52	2019-04-08 01:36:55	0	3	1033	5	5	5	1	0	0	0	0		20	0	20
resource_ex	46	0	-	45	2016-06-09 00:09:52	2019-04-08 01:36:55	0	3	1033	6	6	6	1	0	0	0	0		20	0	20
role	46	0	-	45	2016-06-09 00:09:52	2019-04-08 01:36:55	0	3	1033	6	6	6	1	0	0	0	0		20	0	20
role_authority	46	0	-	45	2016-06-09 00:09:52	2019-04-08 01:36:55	0	3	1033	5	5	5	1	0	0	0	0		20	0	20
search_stat	46	0	-	45	2016-06-09 00:09:52	2019-04-08 01:36:55	0	3	1033	5	5	5	1	0	0	0	0		20	0	20
subject	15	31	-	45	2017-11-20 09:33:15	2019-04-08 01:36:55	2	3	503	9	11	10.07	1.22	3	1	0.2	0.07	3	20	1	21
subject_admin	15	31	-	45	2017-11-20 09:33:15	2019-04-08 01:36:55	2	3	503	5	5	5	1	0	0	0	0		20	0	20
subject_article	15	31	-	45	2017-11-20 09:33:15	2019-04-08 01:36:55	2	3	503	6	6	6	1	0	0	0	0		20	0	20
subject_follower	15	31	-	45	2017-11-20 09:33:15	2019-04-08 01:36:55	2	3	503	5	5	5	1	0	0	0	0		20	0	20
system_message	46	0	-	45	2016-06-09 00:09:52	2019-04-08 01:36:55	0	3	1033	7	7	7	1	0	0	0	0		20	0	20
topic_append	21	25	-	45	2017-09-10 13:02:38	2019-04-08 01:36:55	2	3	574	5	5	5	1	0	0	0	0		20	0	20
topics	46	0	-	45	2016-06-09 00:09:52	2019-04-08 01:36:55	0	3	1033	13	16	14.57	1.23	6	4	0.13	0.09	1.5	20	2	22
topics_ex	46	0	-	45	2016-06-09 00:09:52	2019-04-08 01:36:55	0	3	1033	6	6	6	1	0	0	0	0		20	0	20
topics_node	46	0	-	45	2016-06-09 00:09:52	2019-04-08 01:36:55	0	3	1033	6	10	8.8	1.67	7	2	0.15	0.04	3.5	20	2	22
user_active	46	0	-	45	2016-06-09 00:09:52	2019-04-08 01:36:55	0	3	1033	7	7	7	1	0	0	0	0		20	0	20
user_balance_detail	37	9	-	45	2017-06-05 06:23:11	2019-04-08 01:36:55	1	3	671	8	8	8	1	0	0	0	0		20	0	20
user_exchange_record	31	15	-	45	2017-07-30 02:52:01	2019-04-08 01:36:55	2	3	616	7	7	7	1	0	0	0	0		20	0	20
user_info	46	0	-	45	2016-06-09 00:09:52	2019-04-08 01:36:55	0	3	1033	19	24	21.22	1.26	10	4	0.22	0.09	2.5	20	2	22
user_login	46	0	-	45	2016-06-09 00:09:52	2019-04-08 01:36:55	0	3	1033	7	8	7.11	1.14	1	1	0.02	0.02	1	20	1	21
user_login_mission	37	9	-	45	2017-06-05 06:23:11	2019-04-08 01:36:55	1	3	671	7	7	7	1	0	0	0	0		20	0	20
user_recharge	26	20	-	45	2017-08-14 15:30:17	2019-04-08 01:36:55	2	3	601	7	7	7	1	0	0	0	0		20	0	20
user_role	46	0	-	45	2016-06-09 00:09:52	2019-04-08 01:36:55	0	3	1033	3	3	3	1	0	0	0	0		20	0	20
user_setting	37	9	-	45	2017-06-05 06:23:11	2019-04-08 01:36:55	1	3	671	6	6	6	1	0	0	0	0		20	0	20
view_record	34	12	-	45	2017-06-17 15:25:25	2019-04-08 01:36:55	2	3	659	6	6	6	1	0	0	0	0		20	0	20
view_source	17	29	-	45	2017-10-22 15:35:39	2019-04-08 01:36:55	2	3	532	11	11	11	1	0	0	0	0		20	0	20
website_setting	42	4	-	45	2017-05-21 14:08:54	2019-04-08 01:36:55	1	3	686	17	22	21.52	1.29	6	3	0.14	0.07	2	20	2	22
wechat_user	7	39	-	45	2018-03-23 01:39:37	2019-04-08 01:36:55	2	3	380	10	10	10	1	0	0	0	0		20	0	20
wiki	46	0	-	45	2016-06-09 00:09:52	2019-04-08 01:36:55	0	3	1033	9	11	10.67	1.22	5	2	0.11	0.04	2.5	20	1	21
