Table	Duration	Birth	Death	LastKnownVersion	BirthDate	LKVDate	YearOfBirth	YearOfLKV	DurationDays	SchemaSize@Birth	SchemaSize@LKV	SchemaSizeAvg	SchemaSizeResizeRatio	SumUpd	CountVwUpd	ATU	UpdRate	AvgUpdVolume	SurvivalClass	ActivityClass	LADClass
blog_entries	17	57	-	73	2016-12-04 04:17:08	2017-07-10 00:59:56	1	2	217	6	9	8.53	1.5	3	2	0.18	0.12	1.5	20	1	21
client	4	15	18	18	2016-06-03 04:20:58	2016-06-03 04:29:47	1	1	0	6	6	6	1	0	0	0	0		10	0	10
clients	55	19	-	73	2016-06-03 07:51:51	2017-07-10 00:59:56	1	2	401	6	6	6	1	0	0	0	0		20	0	20
conference_administrators	69	5	-	73	2016-03-15 12:24:56	2017-07-10 00:59:56	1	2	481	5	6	5.14	1.2	1	1	0.01	0.01	1	20	1	21
conference_components	35	39	-	73	2016-08-10 06:56:26	2017-07-10 00:59:56	1	2	333	7	7	7	1	0	0	0	0		20	0	20
conference_dates	68	6	-	73	2016-03-18 03:07:32	2017-07-10 00:59:56	1	2	478	4	5	4.97	1.25	9	2	0.13	0.03	4.5	20	2	22
conference_dates_new	1	50	50	50	2016-10-13 06:39:40	2016-10-13 06:39:40	1	1	0	5	5	5	1	0	0	0	0		10	0	10
conference_series	54	20	-	73	2016-06-14 04:32:21	2017-07-10 00:59:56	1	2	390	5	6	5.87	1.2	1	1	0.02	0.02	1	20	1	21
conference_series_administrators	48	26	-	73	2016-07-12 11:48:45	2017-07-10 00:59:56	1	2	362	5	5	5	1	0	0	0	0		20	0	20
conference_staff	11	63	-	73	2016-12-08 04:54:51	2017-07-10 00:59:56	1	2	213	7	7	7	1	0	0	0	0		20	0	20
conference_venues	53	10	62	62	2016-03-30 14:45:11	2016-12-08 00:57:56	1	1	252	5	5	5	1	0	0	0	0		10	0	10
conferences	72	2	-	73	2016-03-09 01:11:21	2017-07-10 00:59:56	1	2	487	7	15	10.99	2.14	12	11	0.17	0.15	1.09	20	2	22
external_resources	9	65	-	73	2016-12-17 08:45:37	2017-07-10 00:59:56	1	2	204	5	8	7.11	1.6	5	4	0.56	0.44	1.25	20	1	21
featured_speakers	46	28	-	73	2016-07-19 12:27:39	2017-07-10 00:59:56	1	2	355	9	9	9	1	0	0	0	0		20	0	20
localized_strings	74	0	-	73	2016-03-08 11:05:50	2017-07-10 00:59:56	0	2	488	6	6	6	1	1	1	0.01	0.01	1	20	1	21
questions	61	13	-	73	2016-05-30 23:56:45	2017-07-10 00:59:56	1	2	405	5	5	5	1	0	0	0	0		20	0	20
rooms	74	0	-	73	2016-03-08 11:05:50	2017-07-10 00:59:56	0	2	488	7	7	7	1	0	0	0	0		20	0	20
session_survey_responses	60	14	-	73	2016-06-03 00:53:52	2017-07-10 00:59:56	1	2	402	13	13	13	1	0	0	0	0		20	0	20
session_types	38	36	-	73	2016-08-02 04:18:55	2017-07-10 00:59:56	1	2	341	10	12	11.45	1.2	2	2	0.05	0.05	1	20	1	21
sessions	71	3	-	73	2016-03-10 04:32:18	2017-07-10 00:59:56	1	2	486	26	30	27.24	1.15	8	4	0.11	0.06	2	20	2	22
sponsors	43	31	-	73	2016-07-22 02:31:31	2017-07-10 00:59:56	1	2	352	9	10	11.84	1.11	7	2	0.16	0.05	3.5	20	2	22
temporary_email	2	43	44	44	2016-08-26 06:38:06	2016-08-29 03:41:43	1	1	2	5	5	5	1	1	1	0.5	0.5	1	10	1	11
temporary_emails	29	45	-	73	2016-08-29 22:01:24	2017-07-10 00:59:56	1	2	314	5	5	5	1	0	0	0	0		20	0	20
tracks	18	56	-	73	2016-11-18 06:51:42	2017-07-10 00:59:56	1	2	233	8	8	8	1	0	0	0	0		20	0	20
users	74	0	-	73	2016-03-08 11:05:50	2017-07-10 00:59:56	0	2	488	9	15	13.08	1.67	7	4	0.09	0.05	1.75	20	1	21
venue_rooms	1	11	11	11	2016-03-31 04:02:24	2016-03-31 04:02:24	1	1	0	5	5	5	1	0	0	0	0		10	0	10
venues	74	0	-	73	2016-03-08 11:05:50	2017-07-10 00:59:56	0	2	488	6	10	8.07	1.67	4	3	0.05	0.04	1.33	20	1	21
