Table	Duration	Birth	Death	LastKnownVersion	BirthDate	LKVDate	YearOfBirth	YearOfLKV	DurationDays	SchemaSize@Birth	SchemaSize@LKV	SchemaSizeAvg	SchemaSizeResizeRatio	SumUpd	CountVwUpd	ATU	UpdRate	AvgUpdVolume	SurvivalClass	ActivityClass	LADClass
auth	24	0	-	23	2015-03-06 07:27:50	2019-02-20 08:48:39	0	4	1447	4	4	4	1	0	0	0	0		20	0	20
bot	24	0	-	23	2015-03-06 07:27:50	2019-02-20 08:48:39	0	4	1447	7	7	7	1	0	0	0	0		20	0	20
channel	24	0	-	23	2015-03-06 07:27:50	2019-02-20 08:48:39	0	4	1447	4	4	4	1	1	1	0.04	0.04	1	20	1	21
channel_user	24	0	-	23	2015-03-06 07:27:50	2019-02-20 08:48:39	0	4	1447	5	5	5	1	3	2	0.12	0.08	1.5	20	1	21
channellist	24	0	-	23	2015-03-06 07:27:50	2019-02-20 08:48:39	0	4	1447	6	7	6.29	1.17	6	4	0.25	0.17	1.5	20	2	22
control	15	9	-	23	2015-12-16 07:47:47	2019-02-20 08:48:39	1	4	1162	4	4	4	1	1	1	0.07	0.07	1	20	1	21
log	24	0	-	23	2015-03-06 07:27:50	2019-02-20 08:48:39	0	4	1447	11	7	8.33	0.64	8	3	0.33	0.12	2.67	20	2	22
log_join	21	3	-	23	2015-11-11 07:50:13	2019-02-20 08:48:39	1	4	1197	7	6	6.05	0.86	1	1	0.05	0.05	1	20	1	21
log_kick	19	5	-	23	2015-11-11 08:32:12	2019-02-20 08:48:39	1	4	1197	8	8	8	1	1	1	0.05	0.05	1	20	1	21
log_nick	17	7	-	23	2015-11-12 06:50:24	2019-02-20 08:48:39	1	4	1196	6	6	6	1	0	0	0	0		20	0	20
log_notice	21	3	-	23	2015-11-11 07:50:13	2019-02-20 08:48:39	1	4	1197	7	7	7	1	5	2	0.24	0.1	2.5	20	1	21
log_part	21	3	-	23	2015-11-11 07:50:13	2019-02-20 08:48:39	1	4	1197	7	7	7	1	1	1	0.05	0.05	1	20	1	21
log_privmsg	22	2	-	23	2015-11-05 10:25:11	2019-02-20 08:48:39	1	4	1202	7	8	7.64	1.14	2	2	0.09	0.09	1	20	1	21
log_quit	21	3	-	23	2015-11-11 07:50:13	2019-02-20 08:48:39	1	4	1197	7	6	6.05	0.86	2	2	0.1	0.1	1	20	1	21
log_topic	17	7	-	23	2015-11-12 06:50:24	2019-02-20 08:48:39	1	4	1196	7	7	7	1	1	1	0.06	0.06	1	20	1	21
network	24	0	-	23	2015-03-06 07:27:50	2019-02-20 08:48:39	0	4	1447	2	2	2	1	0	0	0	0		20	0	20
plugins	5	19	-	23	2017-09-16 16:59:40	2019-02-20 08:48:39	3	4	521	3	5	4	1.67	4	3	0.8	0.6	1.33	20	1	21
preform	24	0	-	23	2015-03-06 07:27:50	2019-02-20 08:48:39	0	4	1447	4	4	4	1	2	2	0.08	0.08	1	20	1	21
send	24	0	-	23	2015-03-06 07:27:50	2019-02-20 08:48:39	0	4	1447	3	4	3.25	1.33	2	2	0.08	0.08	1	20	1	21
server	24	0	-	23	2015-03-06 07:27:50	2019-02-20 08:48:39	0	4	1447	5	5	5	1	0	0	0	0		20	0	20
status	13	11	-	23	2016-01-29 12:37:40	2019-02-20 08:48:39	1	4	1117	5	6	5.92	1.2	5	3	0.38	0.23	1.67	20	1	21
web	24	0	-	23	2015-03-06 07:27:50	2019-02-20 08:48:39	0	4	1447	4	4	4	1	0	0	0	0		20	0	20
