Table	Duration	Birth	Death	LastKnownVersion	BirthDate	LKVDate	YearOfBirth	YearOfLKV	DurationDays	SchemaSize@Birth	SchemaSize@LKV	SchemaSizeAvg	SchemaSizeResizeRatio	SumUpd	CountVwUpd	ATU	UpdRate	AvgUpdVolume	SurvivalClass	ActivityClass	LADClass
apps_branding	29	0	-	28	2013-04-05 19:11:48	2016-05-05 10:59:17	0	4	1125	7	7	7	1	0	0	0	0		20	0	20
apps_feed	29	0	-	28	2013-04-05 19:11:48	2016-05-05 10:59:17	0	4	1125	4	4	4	1	0	0	0	0		20	0	20
apps_feed_tags	29	0	-	28	2013-04-05 19:11:48	2016-05-05 10:59:17	0	4	1125	2	2	2	1	0	0	0	0		20	0	20
apps_feed_translation	29	0	-	28	2013-04-05 19:11:48	2016-05-05 10:59:17	0	4	1125	5	5	5	1	0	0	0	0		20	0	20
apps_feed_uploads	29	0	-	28	2013-04-05 19:11:48	2016-05-05 10:59:17	0	4	1125	3	5	4.24	1.67	12	3	0.41	0.1	4	20	2	22
apps_feedback	29	0	-	28	2013-04-05 19:11:48	2016-05-05 10:59:17	0	4	1125	8	8	8	1	0	0	0	0		20	0	20
apps_feedback_recipient	27	2	-	28	2013-04-18 16:14:43	2016-05-05 10:59:17	1	4	1112	3	3	3	1	0	0	0	0		20	0	20
apps_feedback_recipient_translation	27	2	-	28	2013-04-18 16:14:43	2016-05-05 10:59:17	1	4	1112	3	3	3	1	0	0	0	0		20	0	20
apps_news	29	0	-	28	2013-04-05 19:11:48	2016-05-05 10:59:17	0	4	1125	7	7	7	1	0	0	0	0		20	0	20
apps_news_comment	23	6	-	28	2013-06-17 16:39:16	2016-05-05 10:59:17	1	4	1052	8	8	8	1	0	0	0	0		20	0	20
apps_news_tags	29	0	-	28	2013-04-05 19:11:48	2016-05-05 10:59:17	0	4	1125	2	2	2	1	0	0	0	0		20	0	20
apps_news_translation	29	0	-	28	2013-04-05 19:11:48	2016-05-05 10:59:17	0	4	1125	5	5	5	1	0	0	0	0		20	0	20
apps_news_uploads	29	0	-	28	2013-04-05 19:11:48	2016-05-05 10:59:17	0	4	1125	3	5	4.24	1.67	12	3	0.41	0.1	4	20	2	22
apps_top_groups	7	22	-	28	2015-05-11 15:27:02	2016-05-05 10:59:17	3	4	359	2	2	2	1	0	0	0	0		20	0	20
apps_top_groups_translation	7	22	-	28	2015-05-11 15:27:02	2016-05-05 10:59:17	3	4	359	3	3	3	1	0	0	0	0		20	0	20
apps_tops	7	22	-	28	2015-05-11 15:27:02	2016-05-05 10:59:17	3	4	359	5	5	5	1	0	0	0	0		20	0	20
apps_tops_translation	7	22	-	28	2015-05-11 15:27:02	2016-05-05 10:59:17	3	4	359	4	4	4	1	0	0	0	0		20	0	20
apps_tops_uploads	7	22	-	28	2015-05-11 15:27:02	2016-05-05 10:59:17	3	4	359	5	5	5	1	0	0	0	0		20	0	20
apps_tops_uploads_tags	7	22	-	28	2015-05-11 15:27:02	2016-05-05 10:59:17	3	4	359	2	2	2	1	0	0	0	0		20	0	20
apps_vote	27	2	-	28	2013-04-18 16:14:43	2016-05-05 10:59:17	1	4	1112	3	3	3	1	0	0	0	0		20	0	20
apps_vote_question	27	2	-	28	2013-04-18 16:14:43	2016-05-05 10:59:17	1	4	1112	4	4	4	1	0	0	0	0		20	0	20
apps_vote_question_translation	27	2	-	28	2013-04-18 16:14:43	2016-05-05 10:59:17	1	4	1112	3	3	3	1	0	0	0	0		20	0	20
apps_vote_translation	27	2	-	28	2013-04-18 16:14:43	2016-05-05 10:59:17	1	4	1112	3	3	3	1	0	0	0	0		20	0	20
form_5	27	2	-	28	2013-04-18 16:14:43	2016-05-05 10:59:17	1	4	1112	3	7	6.7	2.33	5	1	0.19	0.04	5	20	1	21
form_5_field_2	2	2	3	3	2013-04-18 16:14:43	2013-04-19 15:13:47	1	1	0	2	2	2	1	0	0	0	0		10	0	10
form_5_field_2_translation	2	2	3	3	2013-04-18 16:14:43	2013-04-19 15:13:47	1	1	0	3	3	3	1	0	0	0	0		10	0	10
form_5_field_5_multi	25	4	-	28	2013-05-10 15:16:22	2016-05-05 10:59:17	1	4	1090	2	2	2	1	0	0	0	0		20	0	20
form_5_field_5_multi_values	25	4	-	28	2013-05-10 15:16:22	2016-05-05 10:59:17	1	4	1090	2	2	2	1	0	0	0	0		20	0	20
form_5_field_5_multi_values_translation	25	4	-	28	2013-05-10 15:16:22	2016-05-05 10:59:17	1	4	1090	3	3	3	1	0	0	0	0		20	0	20
form_5_field_6	25	4	-	28	2013-05-10 15:16:22	2016-05-05 10:59:17	1	4	1090	2	2	2	1	0	0	0	0		20	0	20
form_5_field_6_translation	25	4	-	28	2013-05-10 15:16:22	2016-05-05 10:59:17	1	4	1090	3	3	3	1	0	0	0	0		20	0	20
frm_forms	27	2	-	28	2013-04-18 16:14:43	2016-05-05 10:59:17	1	4	1112	4	4	4	1	0	0	0	0		20	0	20
frm_forms_translation	27	2	-	28	2013-04-18 16:14:43	2016-05-05 10:59:17	1	4	1112	5	5	5	1	0	0	0	0		20	0	20
share_access_level	29	0	-	28	2013-04-05 19:11:48	2016-05-05 10:59:17	0	4	1125	3	3	3	1	0	0	0	0		20	0	20
share_action_log	4	25	-	28	2015-06-23 15:22:21	2016-05-05 10:59:17	3	4	316	6	6	6	1	0	0	0	0		20	0	20
share_domain2site	29	0	-	28	2013-04-05 19:11:48	2016-05-05 10:59:17	0	4	1125	2	2	2	1	0	0	0	0		20	0	20
share_domains	29	0	-	28	2013-04-05 19:11:48	2016-05-05 10:59:17	0	4	1125	5	5	5	1	0	0	0	0		20	0	20
share_lang_tags	29	0	-	28	2013-04-05 19:11:48	2016-05-05 10:59:17	0	4	1125	2	2	2.03	1	2	2	0.07	0.07	1	20	1	21
share_lang_tags_translation	29	0	-	28	2013-04-05 19:11:48	2016-05-05 10:59:17	0	4	1125	3	3	3	1	0	0	0	0		20	0	20
share_languages	29	0	-	28	2013-04-05 19:11:48	2016-05-05 10:59:17	0	4	1125	6	6	6	1	0	0	0	0		20	0	20
share_session	29	0	-	28	2013-04-05 19:11:48	2016-05-05 10:59:17	0	4	1125	9	9	9	1	1	1	0.03	0.03	1	20	1	21
share_sitemap	29	0	-	28	2013-04-05 19:11:48	2016-05-05 10:59:17	0	4	1125	12	13	12.21	1.08	3	1	0.1	0.03	3	20	1	21
share_sitemap_comment	23	6	-	28	2013-06-17 16:39:16	2016-05-05 10:59:17	1	4	1052	8	8	8	1	2	2	0.09	0.09	1	20	1	21
share_sitemap_tags	29	0	-	28	2013-04-05 19:11:48	2016-05-05 10:59:17	0	4	1125	2	2	2	1	0	0	0	0		20	0	20
share_sitemap_translation	29	0	-	28	2013-04-05 19:11:48	2016-05-05 10:59:17	0	4	1125	8	9	8.48	1.12	1	1	0.03	0.03	1	20	1	21
share_sitemap_uploads	29	0	-	28	2013-04-05 19:11:48	2016-05-05 10:59:17	0	4	1125	3	5	4.24	1.67	12	3	0.41	0.1	4	20	2	22
share_sites	29	0	-	28	2013-04-05 19:11:48	2016-05-05 10:59:17	0	4	1125	8	7	7.93	0.88	1	1	0.03	0.03	1	20	1	21
share_sites_properties	10	19	-	28	2015-03-18 15:52:50	2016-05-05 10:59:17	2	4	413	4	4	4	1	0	0	0	0		20	0	20
share_sites_tags	29	0	-	28	2013-04-05 19:11:48	2016-05-05 10:59:17	0	4	1125	2	2	2	1	0	0	0	0		20	0	20
