Table	Duration	Birth	Death	LastKnownVersion	BirthDate	LKVDate	YearOfBirth	YearOfLKV	DurationDays	SchemaSize@Birth	SchemaSize@LKV	SchemaSizeAvg	SchemaSizeResizeRatio	SumUpd	CountVwUpd	ATU	UpdRate	AvgUpdVolume	SurvivalClass	ActivityClass	LADClass
categories	4	0	-	3	2014-01-22 06:29:15	2014-11-10 07:24:18	0	1	292	4	4	4	1	0	0	0	0		20	0	20
contact	4	0	-	3	2014-01-22 06:29:15	2014-11-10 07:24:18	0	1	292	6	6	6	1	0	0	0	0		20	0	20
email_confirmations	4	0	-	3	2014-01-22 06:29:15	2014-11-10 07:24:18	0	1	292	6	6	6	1	0	0	0	0		20	0	20
failed_logins	4	0	-	3	2014-01-22 06:29:15	2014-11-10 07:24:18	0	1	292	4	4	4	1	0	0	0	0		20	0	20
file_store	3	1	-	3	2014-02-28 02:48:43	2014-11-10 07:24:18	1	1	255	9	9	9	1	0	0	0	0		20	0	20
password_changes	4	0	-	3	2014-01-22 06:29:15	2014-11-10 07:24:18	0	1	292	5	5	5	1	0	0	0	0		20	0	20
permissions	4	0	-	3	2014-01-22 06:29:15	2014-11-10 07:24:18	0	1	292	4	4	4	1	0	0	0	0		20	0	20
posts	4	0	-	3	2014-01-22 06:29:15	2014-11-10 07:24:18	0	1	292	10	10	10	1	3	1	0.75	0.25	3	20	1	21
posts_all	1	0	0	0	2014-01-22 06:29:15	2014-01-22 06:29:15	0	0	0	10	10	10	1	0	0	0	0		10	0	10
posts_views	4	0	-	3	2014-01-22 06:29:15	2014-11-10 07:24:18	0	1	292	3	3	3	1	0	0	0	0		20	0	20
profiles	4	0	-	3	2014-01-22 06:29:15	2014-11-10 07:24:18	0	1	292	3	3	3	1	0	0	0	0		20	0	20
remember_tokens	4	0	-	3	2014-01-22 06:29:15	2014-11-10 07:24:18	0	1	292	5	5	5	1	0	0	0	0		20	0	20
reset_passwords	4	0	-	3	2014-01-22 06:29:15	2014-11-10 07:24:18	0	1	292	6	6	6	1	0	0	0	0		20	0	20
success_logins	4	0	-	3	2014-01-22 06:29:15	2014-11-10 07:24:18	0	1	292	4	4	4	1	0	0	0	0		20	0	20
users	4	0	-	3	2014-01-22 06:29:15	2014-11-10 07:24:18	0	1	292	10	10	10	1	0	0	0	0		20	0	20
