Table	Duration	Birth	Death	LastKnownVersion	BirthDate	LKVDate	YearOfBirth	YearOfLKV	DurationDays	SchemaSize@Birth	SchemaSize@LKV	SchemaSizeAvg	SchemaSizeResizeRatio	SumUpd	CountVwUpd	ATU	UpdRate	AvgUpdVolume	SurvivalClass	ActivityClass	LADClass
categories	9	0	8	8	2012-10-24 02:25:48	2013-02-20 11:33:04	0	1	119	4	4	4	1	0	0	0	0		10	0	10
comments	9	0	8	8	2012-10-24 02:25:48	2013-02-20 11:33:04	0	1	119	7	7	7	1	0	0	0	0		10	0	10
extend	9	0	8	8	2012-10-24 02:25:48	2013-02-20 11:33:04	0	1	119	6	6	6	1	0	0	0	0		10	0	10
meta	9	0	8	8	2012-10-24 02:25:48	2013-02-20 11:33:04	0	1	119	2	2	2	1	0	0	0	0		10	0	10
page_meta	9	0	8	8	2012-10-24 02:25:48	2013-02-20 11:33:04	0	1	119	4	4	4	1	0	0	0	0		10	0	10
pages	9	0	8	8	2012-10-24 02:25:48	2013-02-20 11:33:04	0	1	119	8	7	7.56	0.88	2	2	0.22	0.22	1	10	1	11
post_meta	9	0	8	8	2012-10-24 02:25:48	2013-02-20 11:33:04	0	1	119	4	4	4	1	0	0	0	0		10	0	10
posts	9	0	8	8	2012-10-24 02:25:48	2013-02-20 11:33:04	0	1	119	11	12	11.22	1.09	3	2	0.33	0.22	1.5	10	1	11
sessions	9	0	8	8	2012-10-24 02:25:48	2013-02-20 11:33:04	0	1	119	3	3	3	1	2	1	0.22	0.11	2	10	1	11
users	9	0	8	8	2012-10-24 02:25:48	2013-02-20 11:33:04	0	1	119	8	8	8	1	0	0	0	0		10	0	10
{{prefix}}categories	8	9	-	16	2013-02-22 21:15:07	2016-12-27 01:38:25	1	5	1403	4	4	4	1	0	0	0	0		20	0	20
{{prefix}}comments	8	9	-	16	2013-02-22 21:15:07	2016-12-27 01:38:25	1	5	1403	7	7	7	1	0	0	0	0		20	0	20
{{prefix}}extend	8	9	-	16	2013-02-22 21:15:07	2016-12-27 01:38:25	1	5	1403	6	6	6	1	2	2	0.25	0.25	1	20	1	21
{{prefix}}meta	8	9	-	16	2013-02-22 21:15:07	2016-12-27 01:38:25	1	5	1403	2	2	2	1	0	0	0	0		20	0	20
{{prefix}}page_meta	8	9	-	16	2013-02-22 21:15:07	2016-12-27 01:38:25	1	5	1403	4	4	4	1	0	0	0	0		20	0	20
{{prefix}}pages	8	9	-	16	2013-02-22 21:15:07	2016-12-27 01:38:25	1	5	1403	7	9	8.75	1.29	2	1	0.25	0.12	2	20	1	21
{{prefix}}post_meta	8	9	-	16	2013-02-22 21:15:07	2016-12-27 01:38:25	1	5	1403	4	4	4	1	0	0	0	0		20	0	20
{{prefix}}posts	8	9	-	16	2013-02-22 21:15:07	2016-12-27 01:38:25	1	5	1403	12	12	12	1	0	0	0	0		20	0	20
{{prefix}}sessions	8	9	-	16	2013-02-22 21:15:07	2016-12-27 01:38:25	1	5	1403	3	3	3	1	0	0	0	0		20	0	20
{{prefix}}users	8	9	-	16	2013-02-22 21:15:07	2016-12-27 01:38:25	1	5	1403	8	8	8	1	0	0	0	0		20	0	20
