Table	Duration	Birth	Death	LastKnownVersion	BirthDate	LKVDate	YearOfBirth	YearOfLKV	DurationDays	SchemaSize@Birth	SchemaSize@LKV	SchemaSizeAvg	SchemaSizeResizeRatio	SumUpd	CountVwUpd	ATU	UpdRate	AvgUpdVolume	SurvivalClass	ActivityClass	LADClass
{install:prefix}acl_objects	266	0	-	265	2013-12-17 09:42:29	2019-05-01 08:25:24	0	6	1960	6	6	6	1	2	1	0.01	0	2	20	1	21
{install:prefix}acl_privileges	266	0	-	265	2013-12-17 09:42:29	2019-05-01 08:25:24	0	6	1960	8	8	8	1	2	1	0.01	0	2	20	1	21
{install:prefix}admin_actions	266	0	-	265	2013-12-17 09:42:29	2019-05-01 08:25:24	0	6	1960	10	10	10	1	2	1	0.01	0	2	20	1	21
{install:prefix}admin_pages	266	0	-	265	2013-12-17 09:42:29	2019-05-01 08:25:24	0	6	1960	14	13	13.15	0.93	3	2	0.01	0.01	1.5	20	1	21
{install:prefix}admin_pages_groups	266	0	-	265	2013-12-17 09:42:29	2019-05-01 08:25:24	0	6	1960	5	4	4.15	0.8	3	2	0.01	0.01	1.5	20	1	21
{install:prefix}api_tokens	207	59	-	265	2016-04-28 05:26:42	2019-05-01 08:25:24	3	6	1098	4	5	5	1.25	1	1	0	0	1	20	1	21
{install:prefix}blocks	266	0	-	265	2013-12-17 09:42:29	2019-05-01 08:25:24	0	6	1960	21	19	20.36	0.9	8	4	0.03	0.02	2	20	1	21
{install:prefix}blocks_pages	3	0	2	2	2013-12-17 09:42:29	2014-04-18 04:18:05	0	1	121	3	3	3	1	1	1	0.33	0.33	1	10	1	11
{install:prefix}config	266	0	-	265	2013-12-17 09:42:29	2019-05-01 08:25:24	0	6	1960	14	11	12.17	0.79	10	6	0.04	0.02	1.67	20	1	21
{install:prefix}config_custom	266	0	-	265	2013-12-17 09:42:29	2019-05-01 08:25:24	0	6	1960	5	6	5.97	1.2	3	2	0.01	0.01	1.5	20	1	21
{install:prefix}config_groups	266	0	-	265	2013-12-17 09:42:29	2019-05-01 08:25:24	0	6	1960	4	3	3.16	0.75	3	2	0.01	0.01	1.5	20	1	21
{install:prefix}cron	266	0	-	265	2013-12-17 09:42:29	2019-05-01 08:25:24	0	6	1960	6	8	7.95	1.33	7	2	0.03	0.01	3.5	20	1	21
{install:prefix}currencies	73	193	-	265	2017-07-14 11:56:41	2019-05-01 08:25:24	4	6	655	8	11	10.96	1.38	6	3	0.08	0.04	2	20	1	21
{install:prefix}email_templates	77	189	-	265	2017-07-05 11:06:57	2019-05-01 08:25:24	4	6	664	8	8	8	1	4	1	0.05	0.01	4	20	1	21
{install:prefix}extras	153	0	152	152	2013-12-17 09:42:29	2017-02-10 19:02:20	0	4	1151	16	17	16.98	1.06	1	1	0.01	0.01	1	10	1	11
{install:prefix}favorites	266	0	-	265	2013-12-17 09:42:29	2019-05-01 08:25:24	0	6	1960	3	3	3	1	0	0	0	0		20	0	20
{install:prefix}fields	266	0	-	265	2013-12-17 09:42:29	2019-05-01 08:25:24	0	6	1960	35	39	37.95	1.11	12	10	0.05	0.04	1.2	20	1	21
{install:prefix}fields_groups	266	0	-	265	2013-12-17 09:42:29	2019-05-01 08:25:24	0	6	1960	9	9	9	1	2	1	0.01	0	2	20	1	21
{install:prefix}fields_image_types	201	65	-	265	2016-08-03 09:10:31	2019-05-01 08:25:24	3	6	1000	3	2	2.32	0.67	9	3	0.04	0.01	3	20	1	21
{install:prefix}fields_pages	266	0	-	265	2013-12-17 09:42:29	2019-05-01 08:25:24	0	6	1960	4	2	2.62	0.5	2	1	0.01	0	2	20	1	21
{install:prefix}fields_relations	266	0	-	265	2013-12-17 09:42:29	2019-05-01 08:25:24	0	6	1960	6	4	4.62	0.67	4	1	0.02	0	4	20	1	21
{install:prefix}fields_tree_nodes	259	7	-	265	2015-10-15 08:09:00	2019-05-01 08:25:24	2	6	1294	8	8	8	1	2	1	0.01	0	2	20	1	21
{install:prefix}file_types	201	65	-	265	2016-08-03 09:10:31	2019-05-01 08:25:24	3	6	1000	4	4	4	1	6	3	0.03	0.01	2	20	1	21
{install:prefix}hooks	266	0	-	265	2013-12-17 09:42:29	2019-05-01 08:25:24	0	6	1960	10	10	10	1	2	1	0.01	0	2	20	1	21
{install:prefix}image_types	201	65	-	265	2016-08-03 09:10:31	2019-05-01 08:25:24	3	6	1000	7	7	6.99	1	5	3	0.02	0.01	1.67	20	1	21
{install:prefix}image_types_filetypes	135	131	-	265	2017-01-25 10:45:56	2019-05-01 08:25:24	4	6	825	2	2	2	1	0	0	0	0		20	0	20
{install:prefix}invoices	247	19	-	265	2015-11-19 10:30:24	2019-05-01 08:25:24	2	6	1258	9	11	10.75	1.22	2	2	0.01	0.01	1	20	1	21
{install:prefix}invoices_items	247	19	-	265	2015-11-19 10:30:24	2019-05-01 08:25:24	2	6	1258	6	6	6	1	0	0	0	0		20	0	20
{install:prefix}items	266	0	-	265	2013-12-17 09:42:29	2019-05-01 08:25:24	0	6	1960	7	9	7.47	1.29	4	2	0.02	0.01	2	20	1	21
{install:prefix}items_pages	266	0	-	265	2013-12-17 09:42:29	2019-05-01 08:25:24	0	6	1960	3	3	3	1	0	0	0	0		20	0	20
{install:prefix}language	266	0	-	265	2013-12-17 09:42:29	2019-05-01 08:25:24	0	6	1960	7	8	7.13	1.14	4	2	0.02	0.01	2	20	1	21
{install:prefix}languages	260	6	-	265	2015-03-11 03:32:10	2019-05-01 08:25:24	2	6	1512	12	13	12.33	1.08	11	3	0.04	0.01	3.67	20	1	21
{install:prefix}logs	266	0	-	265	2013-12-17 09:42:29	2019-05-01 08:25:24	0	6	1960	6	6	6	1	2	1	0.01	0	2	20	1	21
{install:prefix}members	266	0	-	265	2013-12-17 09:42:29	2019-05-01 08:25:24	0	6	1960	22	33	31.6	1.5	14	5	0.05	0.02	2.8	20	1	21
{install:prefix}members_addresses	5	261	-	265	2019-04-22 04:32:36	2019-05-01 08:25:24	6	6	9	5	5	5	1	0	0	0	0		20	0	20
