Table	Duration	Birth	Death	LastKnownVersion	BirthDate	LKVDate	YearOfBirth	YearOfLKV	DurationDays	SchemaSize@Birth	SchemaSize@LKV	SchemaSizeAvg	SchemaSizeResizeRatio	SumUpd	CountVwUpd	ATU	UpdRate	AvgUpdVolume	SurvivalClass	ActivityClass	LADClass
tp_account_actions	190	0	-	189	2013-05-29 13:05:28	2019-04-10 17:23:00	0	6	2142	7	10	9.07	1.43	23	9	0.12	0.05	2.56	20	2	22
tp_action_plans	150	40	-	189	2014-01-19 19:02:32	2019-04-10 17:23:00	1	6	1906	6	7	6.85	1.17	16	5	0.11	0.03	3.2	20	2	22
tp_action_timings	40	0	39	39	2013-05-29 13:05:28	2013-11-18 15:29:25	0	1	173	6	6	6	1	8	4	0.2	0.1	2	10	2	12
tp_action_triggers	190	0	-	189	2013-05-29 13:05:28	2019-04-10 17:23:00	0	6	2142	9	24	19.88	2.67	91	38	0.48	0.2	2.39	20	2	22
tp_actions	190	0	-	189	2013-05-29 13:05:28	2019-04-10 17:23:00	0	6	2142	12	20	17.61	1.67	94	38	0.49	0.2	2.47	20	2	22
tp_alias	1	153	153	153	2017-12-06 12:37:48	2017-12-06 12:37:48	5	5	0	11	11	11	1	0	0	0	0		10	0	10
tp_alias_profiles	1	152	152	152	2017-12-05 11:37:11	2017-12-05 11:37:11	5	5	0	11	11	11	1	0	0	0	0		10	0	10
tp_aliases	83	95	177	177	2015-08-06 14:23:12	2019-02-14 13:43:20	3	6	1287	12	14	13.88	1.17	6	2	0.07	0.02	3	10	1	11
tp_attributes	36	154	-	189	2017-12-08 16:34:36	2019-04-10 17:23:00	5	6	488	13	14	13.5	1.08	11	6	0.31	0.17	1.83	20	2	22
tp_cdr_stats	111	52	168	168	2014-08-22 13:29:45	2018-11-08 15:40:34	2	6	1539	23	28	26.69	1.22	40	9	0.36	0.08	4.44	10	2	12
tp_cdrstats	6	87	93	93	2015-06-07 09:56:02	2015-07-10 16:01:08	3	3	33	26	28	23.83	1.08	31	3	5.17	0.5	10.33	10	2	12
