Table	Duration	Birth	Death	LastKnownVersion	BirthDate	LKVDate	YearOfBirth	YearOfLKV	DurationDays	SchemaSize@Birth	SchemaSize@LKV	SchemaSizeAvg	SchemaSizeResizeRatio	SumUpd	CountVwUpd	ATU	UpdRate	AvgUpdVolume	SurvivalClass	ActivityClass	LADClass
action_comment	2	0	-	1	2015-04-01 08:59:06	2016-02-26 14:46:20	0	1	331	2	2	2	1	0	0	0	0		20	0	20
action_tags	2	0	-	1	2015-04-01 08:59:06	2016-02-26 14:46:20	0	1	331	3	3	3	1	0	0	0	0		20	0	20
action_type	2	0	-	1	2015-04-01 08:59:06	2016-02-26 14:46:20	0	1	331	6	6	6	1	0	0	0	0		20	0	20
actions	2	0	-	1	2015-04-01 08:59:06	2016-02-26 14:46:20	0	1	331	9	9	9	1	0	0	0	0		20	0	20
cluster_attr_exclude	2	0	-	1	2015-04-01 08:59:06	2016-02-26 14:46:20	0	1	331	1	1	1	1	0	0	0	0		20	0	20
cluster_counts	2	0	-	1	2015-04-01 08:59:06	2016-02-26 14:46:20	0	1	331	4	4	4	1	0	0	0	0		20	0	20
cluster_counts_item_total	2	0	-	1	2015-04-01 08:59:06	2016-02-26 14:46:20	0	1	331	3	3	3	1	0	0	0	0		20	0	20
cluster_counts_total	2	0	-	1	2015-04-01 08:59:06	2016-02-26 14:46:20	0	1	331	3	3	3	1	0	0	0	0		20	0	20
cluster_dim_exclude	2	0	-	1	2015-04-01 08:59:06	2016-02-26 14:46:20	0	1	331	1	1	1	1	0	0	0	0		20	0	20
cluster_group	2	0	-	1	2015-04-01 08:59:06	2016-02-26 14:46:20	0	1	331	2	2	2	1	0	0	0	0		20	0	20
cluster_referrer	2	0	-	1	2015-04-01 08:59:06	2016-02-26 14:46:20	0	1	331	2	2	2	1	0	0	0	0		20	0	20
cluster_update	2	0	-	1	2015-04-01 08:59:06	2016-02-26 14:46:20	0	1	331	1	1	1	1	0	0	0	0		20	0	20
demographic	2	0	-	1	2015-04-01 08:59:06	2016-02-26 14:46:20	0	1	331	3	3	3	1	0	0	0	0		20	0	20
dimension	2	0	-	1	2015-04-01 08:59:06	2016-02-26 14:46:20	0	1	331	5	5	5	1	0	0	0	0		20	0	20
item_attr	2	0	-	1	2015-04-01 08:59:06	2016-02-26 14:46:20	0	1	331	5	5	5	1	0	0	0	0		20	0	20
item_attr_bigint	2	0	-	1	2015-04-01 08:59:06	2016-02-26 14:46:20	0	1	331	4	4	4	1	0	0	0	0		20	0	20
item_attr_boolean	2	0	-	1	2015-04-01 08:59:06	2016-02-26 14:46:20	0	1	331	4	4	4	1	0	0	0	0		20	0	20
