Table	Duration	Birth	Death	LastKnownVersion	BirthDate	LKVDate	YearOfBirth	YearOfLKV	DurationDays	SchemaSize@Birth	SchemaSize@LKV	SchemaSizeAvg	SchemaSizeResizeRatio	SumUpd	CountVwUpd	ATU	UpdRate	AvgUpdVolume	SurvivalClass	ActivityClass	LADClass
api_key	2	0	-	1	2017-03-02 19:31:31	2017-03-19 12:48:50	0	1	16	10	10	10	1	0	0	0	0		20	0	20
blue_shard_0	2	0	-	1	2017-03-02 19:31:31	2017-03-19 12:48:50	0	1	16	18	18	18	1	0	0	0	0		20	0	20
blue_shard_1	2	0	-	1	2017-03-02 19:31:31	2017-03-19 12:48:50	0	1	16	18	18	18	1	0	0	0	0		20	0	20
blue_shard_2	2	0	-	1	2017-03-02 19:31:31	2017-03-19 12:48:50	0	1	16	18	18	18	1	0	0	0	0		20	0	20
blue_shard_3	2	0	-	1	2017-03-02 19:31:31	2017-03-19 12:48:50	0	1	16	18	18	18	1	0	0	0	0		20	0	20
blue_shard_4	2	0	-	1	2017-03-02 19:31:31	2017-03-19 12:48:50	0	1	16	18	18	18	1	0	0	0	0		20	0	20
blue_shard_5	2	0	-	1	2017-03-02 19:31:31	2017-03-19 12:48:50	0	1	16	18	18	18	1	0	0	0	0		20	0	20
blue_shard_6	2	0	-	1	2017-03-02 19:31:31	2017-03-19 12:48:50	0	1	16	18	18	18	1	0	0	0	0		20	0	20
blue_shard_7	2	0	-	1	2017-03-02 19:31:31	2017-03-19 12:48:50	0	1	16	18	18	18	1	0	0	0	0		20	0	20
blue_shard_8	2	0	-	1	2017-03-02 19:31:31	2017-03-19 12:48:50	0	1	16	18	18	18	1	0	0	0	0		20	0	20
blue_shard_9	2	0	-	1	2017-03-02 19:31:31	2017-03-19 12:48:50	0	1	16	18	18	18	1	0	0	0	0		20	0	20
blue_shard_a	2	0	-	1	2017-03-02 19:31:31	2017-03-19 12:48:50	0	1	16	18	18	18	1	0	0	0	0		20	0	20
blue_shard_b	2	0	-	1	2017-03-02 19:31:31	2017-03-19 12:48:50	0	1	16	18	18	18	1	0	0	0	0		20	0	20
blue_shard_c	2	0	-	1	2017-03-02 19:31:31	2017-03-19 12:48:50	0	1	16	18	18	18	1	0	0	0	0		20	0	20
blue_shard_d	2	0	-	1	2017-03-02 19:31:31	2017-03-19 12:48:50	0	1	16	18	18	18	1	0	0	0	0		20	0	20
blue_shard_e	2	0	-	1	2017-03-02 19:31:31	2017-03-19 12:48:50	0	1	16	18	18	18	1	0	0	0	0		20	0	20
blue_shard_f	2	0	-	1	2017-03-02 19:31:31	2017-03-19 12:48:50	0	1	16	18	18	18	1	0	0	0	0		20	0	20
cell_area	2	0	-	1	2017-03-02 19:31:31	2017-03-19 12:48:50	0	1	16	14	14	14	1	0	0	0	0		20	0	20
cell_area_ocid	2	0	-	1	2017-03-02 19:31:31	2017-03-19 12:48:50	0	1	16	14	14	14	1	0	0	0	0		20	0	20
cell_gsm	2	0	-	1	2017-03-02 19:31:31	2017-03-19 12:48:50	0	1	16	24	24	24	1	0	0	0	0		20	0	20
cell_gsm_ocid	2	0	-	1	2017-03-02 19:31:31	2017-03-19 12:48:50	0	1	16	24	24	24	1	0	0	0	0		20	0	20
cell_lte	2	0	-	1	2017-03-02 19:31:31	2017-03-19 12:48:50	0	1	16	24	24	24	1	0	0	0	0		20	0	20
cell_lte_ocid	2	0	-	1	2017-03-02 19:31:31	2017-03-19 12:48:50	0	1	16	24	24	24	1	0	0	0	0		20	0	20
cell_wcdma	2	0	-	1	2017-03-02 19:31:31	2017-03-19 12:48:50	0	1	16	24	24	24	1	0	0	0	0		20	0	20
cell_wcdma_ocid	2	0	-	1	2017-03-02 19:31:31	2017-03-19 12:48:50	0	1	16	24	24	24	1	0	0	0	0		20	0	20
datamap_ne	2	0	-	1	2017-03-02 19:31:31	2017-03-19 12:48:50	0	1	16	3	3	3	1	0	0	0	0		20	0	20
datamap_nw	2	0	-	1	2017-03-02 19:31:31	2017-03-19 12:48:50	0	1	16	3	3	3	1	0	0	0	0		20	0	20
datamap_se	2	0	-	1	2017-03-02 19:31:31	2017-03-19 12:48:50	0	1	16	3	3	3	1	0	0	0	0		20	0	20
datamap_sw	2	0	-	1	2017-03-02 19:31:31	2017-03-19 12:48:50	0	1	16	3	3	3	1	0	0	0	0		20	0	20
export_config	2	0	-	1	2017-03-02 19:31:31	2017-03-19 12:48:50	0	1	16	5	5	5	1	0	0	0	0		20	0	20
region_stat	2	0	-	1	2017-03-02 19:31:31	2017-03-19 12:48:50	0	1	16	6	6	6	1	0	0	0	0		20	0	20
stat	2	0	-	1	2017-03-02 19:31:31	2017-03-19 12:48:50	0	1	16	3	3	3	1	0	0	0	0		20	0	20
wifi_shard_0	2	0	-	1	2017-03-02 19:31:31	2017-03-19 12:48:50	0	1	16	18	18	18	1	0	0	0	0		20	0	20
wifi_shard_1	2	0	-	1	2017-03-02 19:31:31	2017-03-19 12:48:50	0	1	16	18	18	18	1	0	0	0	0		20	0	20
wifi_shard_2	2	0	-	1	2017-03-02 19:31:31	2017-03-19 12:48:50	0	1	16	18	18	18	1	0	0	0	0		20	0	20
wifi_shard_3	2	0	-	1	2017-03-02 19:31:31	2017-03-19 12:48:50	0	1	16	18	18	18	1	0	0	0	0		20	0	20
wifi_shard_4	2	0	-	1	2017-03-02 19:31:31	2017-03-19 12:48:50	0	1	16	18	18	18	1	0	0	0	0		20	0	20
wifi_shard_5	2	0	-	1	2017-03-02 19:31:31	2017-03-19 12:48:50	0	1	16	18	18	18	1	0	0	0	0		20	0	20
wifi_shard_6	2	0	-	1	2017-03-02 19:31:31	2017-03-19 12:48:50	0	1	16	18	18	18	1	0	0	0	0		20	0	20
wifi_shard_7	2	0	-	1	2017-03-02 19:31:31	2017-03-19 12:48:50	0	1	16	18	18	18	1	0	0	0	0		20	0	20
wifi_shard_8	2	0	-	1	2017-03-02 19:31:31	2017-03-19 12:48:50	0	1	16	18	18	18	1	0	0	0	0		20	0	20
wifi_shard_9	2	0	-	1	2017-03-02 19:31:31	2017-03-19 12:48:50	0	1	16	18	18	18	1	0	0	0	0		20	0	20
wifi_shard_a	2	0	-	1	2017-03-02 19:31:31	2017-03-19 12:48:50	0	1	16	18	18	18	1	0	0	0	0		20	0	20
wifi_shard_b	2	0	-	1	2017-03-02 19:31:31	2017-03-19 12:48:50	0	1	16	18	18	18	1	0	0	0	0		20	0	20
wifi_shard_c	2	0	-	1	2017-03-02 19:31:31	2017-03-19 12:48:50	0	1	16	18	18	18	1	0	0	0	0		20	0	20
