Table	Duration	Birth	Death	LastKnownVersion	BirthDate	LKVDate	YearOfBirth	YearOfLKV	DurationDays	SchemaSize@Birth	SchemaSize@LKV	SchemaSizeAvg	SchemaSizeResizeRatio	SumUpd	CountVwUpd	ATU	UpdRate	AvgUpdVolume	SurvivalClass	ActivityClass	LADClass
active_modules	20	6	-	25	2017-08-24 08:56:33	2019-03-27 09:43:47	2	4	580	3	3	3	1	2	1	0.1	0.05	2	20	1	21
active_services	22	4	-	25	2017-07-13 16:03:49	2019-03-27 09:43:47	2	4	621	4	5	4.32	1.25	1	1	0.05	0.05	1	20	1	21
board_codes	16	0	15	15	2015-10-16 15:40:37	2018-01-11 12:12:40	0	3	817	2	2	2	1	1	1	0.06	0.06	1	10	1	11
board_imports	6	0	5	5	2015-10-16 15:40:37	2017-07-27 15:05:55	0	2	649	3	3	3	1	0	0	0	0		10	0	10
board_types	6	0	5	5	2015-10-16 15:40:37	2017-07-27 15:05:55	0	2	649	4	4	4	1	0	0	0	0		10	0	10
boards	26	0	-	25	2015-10-16 15:40:37	2019-03-27 09:43:47	0	4	1257	6	20	13.62	3.33	32	10	1.23	0.38	3.2	20	2	22
boards_connected	6	0	5	5	2015-10-16 15:40:37	2017-07-27 15:05:55	0	2	649	3	7	6.33	2.33	5	1	0.83	0.17	5	10	1	11
connectivity	1	25	-	25	2019-03-27 09:43:47	2019-03-27 09:43:47	4	4	0	4	4	4	1	0	0	0	0		20	0	20
connectivity_types	1	25	-	25	2019-03-27 09:43:47	2019-03-27 09:43:47	4	4	0	2	2	2	1	0	0	0	0		20	0	20
coordinates	20	6	-	25	2017-08-24 08:56:33	2019-03-27 09:43:47	2	4	580	6	6	6	1	0	0	0	0		20	0	20
drivers	25	1	-	25	2016-05-01 16:12:06	2019-03-27 09:43:47	1	4	1059	4	4	4	1	1	1	0.04	0.04	1	20	1	21
drivers_injected	25	1	-	25	2016-05-01 16:12:06	2019-03-27 09:43:47	1	4	1059	4	4	4	1	0	0	0	0		20	0	20
flows	8	18	-	25	2018-04-19 16:02:17	2019-03-27 09:43:47	3	4	341	7	7	7	1	0	0	0	0		20	0	20
flows_injected	8	18	-	25	2018-04-19 16:02:17	2019-03-27 09:43:47	3	4	341	2	2	2	1	0	0	0	0		20	0	20
free_addresses	25	1	-	25	2016-05-01 16:12:06	2019-03-27 09:43:47	1	4	1059	3	3	3	1	0	0	0	0		20	0	20
layouts	20	6	-	25	2017-08-24 08:56:33	2019-03-27 09:43:47	2	4	580	4	6	4.45	1.5	2	2	0.1	0.1	1	20	1	21
measures	3	0	2	2	2015-10-16 15:40:37	2016-10-03 10:13:21	0	1	352	4	4	4	1	0	0	0	0		10	0	10
measures_injected	3	0	2	2	2015-10-16 15:40:37	2016-10-03 10:13:21	0	1	352	5	5	5	1	0	0	0	0		10	0	10
modules	20	6	-	25	2017-08-24 08:56:33	2019-03-27 09:43:47	2	4	580	3	3	3	1	0	0	0	0		20	0	20
mountpoints	23	3	-	25	2017-03-13 18:06:30	2019-03-27 09:43:47	2	4	743	5	5	5	1	2	1	0.09	0.04	2	20	1	21
plugin_sensors	24	1	24	24	2016-05-01 16:12:06	2018-10-22 10:56:44	1	4	903	2	2	2	1	0	0	0	0		10	0	10
plugin_tags	10	16	-	25	2018-04-04 16:53:16	2019-03-27 09:43:47	3	4	356	2	2	2	1	0	0	0	0		20	0	20
plugin_types	10	16	-	25	2018-04-04 16:53:16	2019-03-27 09:43:47	3	4	356	2	2	2	1	0	0	0	0		20	0	20
plugins	26	0	-	25	2015-10-16 15:40:37	2019-03-27 09:43:47	0	4	1257	5	12	7.69	2.4	13	3	0.5	0.12	4.33	20	2	22
plugins_injected	26	0	-	25	2015-10-16 15:40:37	2019-03-27 09:43:47	0	4	1257	3	6	4.15	2	7	4	0.27	0.15	1.75	20	2	22
projects	20	6	-	25	2017-08-24 08:56:33	2019-03-27 09:43:47	2	4	580	3	3	3	1	0	0	0	0		20	0	20
requests	4	22	-	25	2018-05-31 08:26:24	2019-03-27 09:43:47	3	4	300	5	5	5	1	0	0	0	0		20	0	20
results	4	22	-	25	2018-05-31 08:26:24	2019-03-27 09:43:47	3	4	300	5	5	5	1	0	0	0	0		20	0	20
reverse_cloud_services	16	0	15	15	2015-10-16 15:40:37	2018-01-11 12:12:40	0	3	817	4	4	4	1	1	1	0.06	0.06	1	10	1	11
sensors	25	1	-	25	2016-05-01 16:12:06	2019-03-27 09:43:47	1	4	1059	5	6	5.04	1.2	9	1	0.36	0.04	9	20	2	22
sensors_on_board	25	1	-	25	2016-05-01 16:12:06	2019-03-27 09:43:47	1	4	1059	2	2	2	1	0	0	0	0		20	0	20
services	22	4	-	25	2017-07-13 16:03:49	2019-03-27 09:43:47	2	4	621	4	4	4	1	0	0	0	0		20	0	20
socat_connections	25	1	-	25	2016-05-01 16:12:06	2019-03-27 09:43:47	1	4	1059	6	6	6	1	0	0	0	0		20	0	20
user_boards	6	0	5	5	2015-10-16 15:40:37	2017-07-27 15:05:55	0	2	649	5	6	5.83	1.2	2	1	0.33	0.17	2	10	1	11
user_groups	6	0	5	5	2015-10-16 15:40:37	2017-07-27 15:05:55	0	2	649	2	2	2	1	0	0	0	0		10	0	10
user_profiles	6	0	5	5	2015-10-16 15:40:37	2017-07-27 15:05:55	0	2	649	5	5	5	1	0	0	0	0		10	0	10
userproject_comments	6	0	5	5	2015-10-16 15:40:37	2017-07-27 15:05:55	0	2	649	6	6	6	1	0	0	0	0		10	0	10
userproject_likes	6	0	5	5	2015-10-16 15:40:37	2017-07-27 15:05:55	0	2	649	2	2	2	1	0	0	0	0		10	0	10
userprojects	6	0	5	5	2015-10-16 15:40:37	2017-07-27 15:05:55	0	2	649	6	6	6	1	0	0	0	0		10	0	10
users	26	0	-	25	2015-10-16 15:40:37	2019-03-27 09:43:47	0	4	1257	6	7	6.77	1.17	11	3	0.42	0.12	3.67	20	2	22
view1	15	1	15	15	2016-05-01 16:12:06	2018-01-11 12:12:40	1	3	619	1	1	1	1	0	0	0	0		10	0	10
vlans	25	1	-	25	2016-05-01 16:12:06	2019-03-27 09:43:47	1	4	1059	5	5	5	1	0	0	0	0		20	0	20
vlans_connection	25	1	-	25	2016-05-01 16:12:06	2019-03-27 09:43:47	1	4	1059	4	4	4	1	0	0	0	0		20	0	20
