Table	Duration	Birth	Death	LastKnownVersion	BirthDate	LKVDate	YearOfBirth	YearOfLKV	DurationDays	SchemaSize@Birth	SchemaSize@LKV	SchemaSizeAvg	SchemaSizeResizeRatio	SumUpd	CountVwUpd	ATU	UpdRate	AvgUpdVolume	SurvivalClass	ActivityClass	LADClass
cashbook	6	6	-	11	2015-12-26 20:51:34	2018-07-22 13:02:40	1	4	938	12	12	12	1	0	0	0	0		20	0	20
category	6	6	-	11	2015-12-26 20:51:34	2018-07-22 13:02:40	1	4	938	6	6	6	1	0	0	0	0		20	0	20
profile	6	6	-	11	2015-12-26 20:51:34	2018-07-22 13:02:40	1	4	938	7	9	8.33	1.29	2	1	0.33	0.17	2	20	1	21
role	6	6	-	11	2015-12-26 20:51:34	2018-07-22 13:02:40	1	4	938	5	5	5	1	0	0	0	0		20	0	20
tb_account	2	4	5	5	2015-10-13 16:03:22	2015-10-14 14:34:07	1	1	0	4	4	4	1	0	0	0	0		10	0	10
tb_cashbook	6	0	5	5	2015-01-13 23:27:44	2015-10-14 14:34:07	0	1	273	11	13	12	1.18	2	2	0.33	0.33	1	10	1	11
tb_category	6	0	5	5	2015-01-13 23:27:44	2015-10-14 14:34:07	0	1	273	3	4	3.83	1.33	2	1	0.33	0.17	2	10	1	11
tb_currency	2	4	5	5	2015-10-13 16:03:22	2015-10-14 14:34:07	1	1	0	6	6	6	1	0	0	0	0		10	0	10
tb_migration	5	1	5	5	2015-04-21 17:36:11	2015-10-14 14:34:07	1	1	175	2	2	2	1	0	0	0	0		10	0	10
tb_profile	5	1	5	5	2015-04-21 17:36:11	2015-10-14 14:34:07	1	1	175	6	6	6	1	0	0	0	0		10	0	10
tb_role	5	1	5	5	2015-04-21 17:36:11	2015-10-14 14:34:07	1	1	175	5	5	5	1	0	0	0	0		10	0	10
tb_type	6	0	5	5	2015-01-13 23:27:44	2015-10-14 14:34:07	0	1	273	4	4	4	1	0	0	0	0		10	0	10
tb_user	5	1	5	5	2015-04-21 17:36:11	2015-10-14 14:34:07	1	1	175	16	16	16	1	0	0	0	0		10	0	10
tb_user_auth	5	1	5	5	2015-04-21 17:36:11	2015-10-14 14:34:07	1	1	175	7	7	7	1	0	0	0	0		10	0	10
tb_user_key	5	1	5	5	2015-04-21 17:36:11	2015-10-14 14:34:07	1	1	175	7	7	7	1	2	1	0.4	0.2	2	10	1	11
type	6	6	-	11	2015-12-26 20:51:34	2018-07-22 13:02:40	1	4	938	4	4	4	1	0	0	0	0		20	0	20
user	6	6	-	11	2015-12-26 20:51:34	2018-07-22 13:02:40	1	4	938	16	16	16	1	0	0	0	0		20	0	20
user_auth	6	6	-	11	2015-12-26 20:51:34	2018-07-22 13:02:40	1	4	938	7	7	7	1	0	0	0	0		20	0	20
user_key	6	6	-	11	2015-12-26 20:51:34	2018-07-22 13:02:40	1	4	938	7	7	7	1	0	0	0	0		20	0	20
