Table	Duration	Birth	Death	LastKnownVersion	BirthDate	LKVDate	YearOfBirth	YearOfLKV	DurationDays	SchemaSize@Birth	SchemaSize@LKV	SchemaSizeAvg	SchemaSizeResizeRatio	SumUpd	CountVwUpd	ATU	UpdRate	AvgUpdVolume	SurvivalClass	ActivityClass	LADClass
$[prefix]categories	14	1	-	14	2013-06-05 08:47:07	2014-02-13 22:44:16	1	1	253	12	12	12	1	4	3	0.29	0.21	1.33	20	1	21
$[prefix]categories_posts	14	1	-	14	2013-06-05 08:47:07	2014-02-13 22:44:16	1	1	253	2	2	2	1	2	1	0.14	0.07	2	20	1	21
$[prefix]comments	14	1	-	14	2013-06-05 08:47:07	2014-02-13 22:44:16	1	1	253	16	17	16.36	1.06	8	3	0.57	0.21	2.67	20	2	22
$[prefix]links	14	1	-	14	2013-06-05 08:47:07	2014-02-13 22:44:16	1	1	253	15	15	15	1	7	3	0.5	0.21	2.33	20	2	22
$[prefix]media	7	8	-	14	2014-01-02 16:36:01	2014-02-13 22:44:16	1	1	42	14	14	14	1	1	1	0.14	0.14	1	20	1	21
$[prefix]menus	14	1	-	14	2013-06-05 08:47:07	2014-02-13 22:44:16	1	1	253	9	9	9	1	2	2	0.14	0.14	1	20	1	21
$[prefix]options	14	1	-	14	2013-06-05 08:47:07	2014-02-13 22:44:16	1	1	253	4	4	4	1	2	1	0.14	0.07	2	20	1	21
$[prefix]post_meta	8	7	-	14	2013-12-27 21:23:50	2014-02-13 22:44:16	1	1	48	5	5	5	1	1	1	0.12	0.12	1	20	1	21
$[prefix]post_metas	6	1	6	6	2013-06-05 08:47:07	2013-12-27 20:56:46	1	1	205	5	5	5	1	0	0	0	0		10	0	10
$[prefix]posts	14	1	-	14	2013-06-05 08:47:07	2014-02-13 22:44:16	1	1	253	16	18	16.79	1.12	10	3	0.71	0.21	3.33	20	2	22
$[prefix]posts_tags	14	1	-	14	2013-06-05 08:47:07	2014-02-13 22:44:16	1	1	253	2	2	2	1	2	1	0.14	0.07	2	20	1	21
$[prefix]tags	14	1	-	14	2013-06-05 08:47:07	2014-02-13 22:44:16	1	1	253	8	8	8	1	4	2	0.29	0.14	2	20	1	21
$[prefix]user_meta	8	7	-	14	2013-12-27 21:23:50	2014-02-13 22:44:16	1	1	48	5	5	5	1	1	1	0.12	0.12	1	20	1	21
$[prefix]user_metas	6	1	6	6	2013-06-05 08:47:07	2013-12-27 20:56:46	1	1	205	5	5	5	1	0	0	0	0		10	0	10
$[prefix]users	14	1	-	14	2013-06-05 08:47:07	2014-02-13 22:44:16	1	1	253	10	10	10	1	0	0	0	0		20	0	20
hr_categories	1	0	0	0	2013-05-02 14:41:55	2013-05-02 14:41:55	0	0	0	12	12	12	1	0	0	0	0		10	0	10
hr_categories_posts	1	0	0	0	2013-05-02 14:41:55	2013-05-02 14:41:55	0	0	0	2	2	2	1	0	0	0	0		10	0	10
hr_comments	1	0	0	0	2013-05-02 14:41:55	2013-05-02 14:41:55	0	0	0	16	16	16	1	0	0	0	0		10	0	10
hr_links	1	0	0	0	2013-05-02 14:41:55	2013-05-02 14:41:55	0	0	0	15	15	15	1	0	0	0	0		10	0	10
hr_menus	1	0	0	0	2013-05-02 14:41:55	2013-05-02 14:41:55	0	0	0	9	9	9	1	0	0	0	0		10	0	10
hr_options	1	0	0	0	2013-05-02 14:41:55	2013-05-02 14:41:55	0	0	0	4	4	4	1	0	0	0	0		10	0	10
hr_post_metas	1	0	0	0	2013-05-02 14:41:55	2013-05-02 14:41:55	0	0	0	5	5	5	1	0	0	0	0		10	0	10
hr_posts	1	0	0	0	2013-05-02 14:41:55	2013-05-02 14:41:55	0	0	0	16	16	16	1	0	0	0	0		10	0	10
hr_posts_tags	1	0	0	0	2013-05-02 14:41:55	2013-05-02 14:41:55	0	0	0	2	2	2	1	0	0	0	0		10	0	10
hr_tags	1	0	0	0	2013-05-02 14:41:55	2013-05-02 14:41:55	0	0	0	8	8	8	1	0	0	0	0		10	0	10
hr_user_metas	1	0	0	0	2013-05-02 14:41:55	2013-05-02 14:41:55	0	0	0	5	5	5	1	0	0	0	0		10	0	10
hr_users	1	0	0	0	2013-05-02 14:41:55	2013-05-02 14:41:55	0	0	0	11	11	11	1	0	0	0	0		10	0	10
media	3	5	7	7	2013-11-08 13:46:48	2013-12-27 21:23:50	1	1	49	14	14	14	1	0	0	0	0		10	0	10
