Table	Duration	Birth	Death	LastKnownVersion	BirthDate	LKVDate	YearOfBirth	YearOfLKV	DurationDays	SchemaSize@Birth	SchemaSize@LKV	SchemaSizeAvg	SchemaSizeResizeRatio	SumUpd	CountVwUpd	ATU	UpdRate	AvgUpdVolume	SurvivalClass	ActivityClass	LADClass
tbl_authors	24	0	-	23	2011-11-05 12:56:39	2017-06-20 20:05:57	0	6	2054	12	12	12	1	2	2	0.08	0.08	1	20	1	21
tbl_cache	24	0	-	23	2011-11-05 12:56:39	2017-06-20 20:05:57	0	6	2054	5	6	5.29	1.2	1	1	0.04	0.04	1	20	1	21
tbl_entries	24	0	-	23	2011-11-05 12:56:39	2017-06-20 20:05:57	0	6	2054	5	8	6.67	1.6	3	2	0.12	0.08	1.5	20	1	21
tbl_extensions	24	0	-	23	2011-11-05 12:56:39	2017-06-20 20:05:57	0	6	2054	4	4	4	1	0	0	0	0		20	0	20
tbl_extensions_delegates	24	0	-	23	2011-11-05 12:56:39	2017-06-20 20:05:57	0	6	2054	5	5	5	1	0	0	0	0		20	0	20
tbl_fields	24	0	-	23	2011-11-05 12:56:39	2017-06-20 20:05:57	0	6	2054	10	9	9.04	0.9	1	1	0.04	0.04	1	20	1	21
tbl_fields_author	24	0	-	23	2011-11-05 12:56:39	2017-06-20 20:05:57	0	6	2054	5	5	5	1	2	1	0.08	0.04	2	20	1	21
tbl_fields_checkbox	24	0	-	23	2011-11-05 12:56:39	2017-06-20 20:05:57	0	6	2054	4	4	4	1	0	0	0	0		20	0	20
tbl_fields_date	24	0	-	23	2011-11-05 12:56:39	2017-06-20 20:05:57	0	6	2054	3	5	3.67	1.67	3	2	0.12	0.08	1.5	20	1	21
tbl_fields_input	24	0	-	23	2011-11-05 12:56:39	2017-06-20 20:05:57	0	6	2054	3	3	3	1	0	0	0	0		20	0	20
tbl_fields_select	24	0	-	23	2011-11-05 12:56:39	2017-06-20 20:05:57	0	6	2054	7	6	6.62	0.86	1	1	0.04	0.04	1	20	1	21
tbl_fields_selectbox_link	7	3	9	9	2012-03-11 01:04:19	2013-03-24 21:20:05	1	2	378	6	6	6	1	0	0	0	0		10	0	10
tbl_fields_taglist	24	0	-	23	2011-11-05 12:56:39	2017-06-20 20:05:57	0	6	2054	4	4	4	1	0	0	0	0		20	0	20
tbl_fields_textarea	24	0	-	23	2011-11-05 12:56:39	2017-06-20 20:05:57	0	6	2054	4	4	4	1	0	0	0	0		20	0	20
tbl_fields_upload	24	0	-	23	2011-11-05 12:56:39	2017-06-20 20:05:57	0	6	2054	4	4	4	1	0	0	0	0		20	0	20
tbl_forgotpass	24	0	-	23	2011-11-05 12:56:39	2017-06-20 20:05:57	0	6	2054	3	3	3	1	1	1	0.04	0.04	1	20	1	21
tbl_pages	24	0	-	23	2011-11-05 12:56:39	2017-06-20 20:05:57	0	6	2054	9	9	9	1	0	0	0	0		20	0	20
tbl_pages_types	24	0	-	23	2011-11-05 12:56:39	2017-06-20 20:05:57	0	6	2054	3	3	3	1	0	0	0	0		20	0	20
tbl_sections	24	0	-	23	2011-11-05 12:56:39	2017-06-20 20:05:57	0	6	2054	8	13	7.75	1.62	9	4	0.38	0.17	2.25	20	2	22
tbl_sections_association	24	0	-	23	2011-11-05 12:56:39	2017-06-20 20:05:57	0	6	2054	6	8	6.83	1.33	2	1	0.08	0.04	2	20	1	21
tbl_sessions	24	0	-	23	2011-11-05 12:56:39	2017-06-20 20:05:57	0	6	2054	3	3	3	1	1	1	0.04	0.04	1	20	1	21
