Table	Duration	Birth	Death	LastKnownVersion	BirthDate	LKVDate	YearOfBirth	YearOfLKV	DurationDays	SchemaSize@Birth	SchemaSize@LKV	SchemaSizeAvg	SchemaSizeResizeRatio	SumUpd	CountVwUpd	ATU	UpdRate	AvgUpdVolume	SurvivalClass	ActivityClass	LADClass
AggregatedCounter	9	1	13	13	2016-01-06 23:36:49	2018-08-15 18:36:57	1	3	951	4	4	4	1	1	1	0.11	0.11	1	10	1	11
Counter	10	0	13	13	2016-01-02 22:59:43	2018-08-15 18:36:57	0	3	955	4	4	4	1	2	2	0.2	0.2	1	10	1	11
DistributedLock	10	0	13	13	2016-01-02 22:59:43	2018-08-15 18:36:57	0	3	955	2	2	2	1	3	2	0.3	0.2	1.5	10	1	11
Hash	10	0	13	13	2016-01-02 22:59:43	2018-08-15 18:36:57	0	3	955	5	5	5	1	2	1	0.2	0.1	2	10	1	11
Job	10	0	13	13	2016-01-02 22:59:43	2018-08-15 18:36:57	0	3	955	7	7	7	1	1	1	0.1	0.1	1	10	1	11
JobParameter	10	0	13	13	2016-01-02 22:59:43	2018-08-15 18:36:57	0	3	955	4	4	4	1	1	1	0.1	0.1	1	10	1	11
JobQueue	10	0	13	13	2016-01-02 22:59:43	2018-08-15 18:36:57	0	3	955	5	5	5	1	3	2	0.3	0.2	1.5	10	1	11
JobState	10	0	13	13	2016-01-02 22:59:43	2018-08-15 18:36:57	0	3	955	6	6	6	1	2	1	0.2	0.1	2	10	1	11
List	10	0	13	13	2016-01-02 22:59:43	2018-08-15 18:36:57	0	3	955	4	4	4	1	1	1	0.1	0.1	1	10	1	11
Server	10	0	13	13	2016-01-02 22:59:43	2018-08-15 18:36:57	0	3	955	3	3	3	1	1	1	0.1	0.1	1	10	1	11
Set	10	0	13	13	2016-01-02 22:59:43	2018-08-15 18:36:57	0	3	955	5	5	5	1	5	4	0.5	0.4	1.25	10	1	11
State	10	0	13	13	2016-01-02 22:59:43	2018-08-15 18:36:57	0	3	955	6	6	6	1	2	1	0.2	0.1	2	10	1	11
[tablesPrefix]AggregatedCounter	5	6	-	14	2017-10-09 16:31:07	2018-11-22 21:07:56	2	3	409	4	4	4	1	0	0	0	0		20	0	20
[tablesPrefix]Counter	5	6	-	14	2017-10-09 16:31:07	2018-11-22 21:07:56	2	3	409	4	4	4	1	0	0	0	0		20	0	20
[tablesPrefix]DistributedLock	5	6	-	14	2017-10-09 16:31:07	2018-11-22 21:07:56	2	3	409	2	2	2	1	0	0	0	0		20	0	20
[tablesPrefix]Hash	5	6	-	14	2017-10-09 16:31:07	2018-11-22 21:07:56	2	3	409	5	5	5	1	0	0	0	0		20	0	20
[tablesPrefix]Job	5	6	-	14	2017-10-09 16:31:07	2018-11-22 21:07:56	2	3	409	7	7	7	1	0	0	0	0		20	0	20
[tablesPrefix]JobParameter	5	6	-	14	2017-10-09 16:31:07	2018-11-22 21:07:56	2	3	409	4	4	4	1	0	0	0	0		20	0	20
[tablesPrefix]JobQueue	5	6	-	14	2017-10-09 16:31:07	2018-11-22 21:07:56	2	3	409	5	5	5	1	0	0	0	0		20	0	20
[tablesPrefix]JobState	5	6	-	14	2017-10-09 16:31:07	2018-11-22 21:07:56	2	3	409	6	6	6	1	0	0	0	0		20	0	20
[tablesPrefix]List	5	6	-	14	2017-10-09 16:31:07	2018-11-22 21:07:56	2	3	409	4	4	4	1	0	0	0	0		20	0	20
[tablesPrefix]Server	5	6	-	14	2017-10-09 16:31:07	2018-11-22 21:07:56	2	3	409	3	3	3	1	0	0	0	0		20	0	20
[tablesPrefix]Set	5	6	-	14	2017-10-09 16:31:07	2018-11-22 21:07:56	2	3	409	5	5	5	1	0	0	0	0		20	0	20
[tablesPrefix]State	5	6	-	14	2017-10-09 16:31:07	2018-11-22 21:07:56	2	3	409	6	6	6	1	0	0	0	0		20	0	20
