Table	Duration	Birth	Death	LastKnownVersion	BirthDate	LKVDate	YearOfBirth	YearOfLKV	DurationDays	SchemaSize@Birth	SchemaSize@LKV	SchemaSizeAvg	SchemaSizeResizeRatio	SumUpd	CountVwUpd	ATU	UpdRate	AvgUpdVolume	SurvivalClass	ActivityClass	LADClass
access_location	3	0	-	2	2015-01-26 16:15:45	2015-01-26 20:00:02	0	1	0	3	3	3	1	0	0	0	0		20	0	20
access_rack	3	0	-	2	2015-01-26 16:15:45	2015-01-26 20:00:02	0	1	0	3	3	3	1	0	0	0	0		20	0	20
connection	3	0	-	2	2015-01-26 16:15:45	2015-01-26 20:00:02	0	1	0	7	7	7	1	0	0	0	0		20	0	20
connection_type	3	0	-	2	2015-01-26 16:15:45	2015-01-26 20:00:02	0	1	0	2	2	2	1	0	0	0	0		20	0	20
connection_type_lang	3	0	-	2	2015-01-26 16:15:45	2015-01-26 20:00:02	0	1	0	3	3	3	1	0	0	0	0		20	0	20
dbversion	3	0	-	2	2015-01-26 16:15:45	2015-01-26 20:00:02	0	1	0	1	1	1	1	0	0	0	0		20	0	20
device	3	0	-	2	2015-01-26 16:15:45	2015-01-26 20:00:02	0	1	0	5	5	5	1	0	0	0	0		20	0	20
device_port	3	0	-	2	2015-01-26 16:15:45	2015-01-26 20:00:02	0	1	0	4	4	4	1	0	0	0	0		20	0	20
device_type	3	0	-	2	2015-01-26 16:15:45	2015-01-26 20:00:02	0	1	0	2	2	2	1	0	0	0	0		20	0	20
device_type_lang	3	0	-	2	2015-01-26 16:15:45	2015-01-26 20:00:02	0	1	0	3	3	3	1	0	0	0	0		20	0	20
group	3	0	-	2	2015-01-26 16:15:45	2015-01-26 20:00:02	0	1	0	2	2	2	1	0	0	0	0		20	0	20
language	3	0	-	2	2015-01-26 16:15:45	2015-01-26 20:00:02	0	1	0	3	3	3	1	0	0	0	0		20	0	20
ldap	3	0	-	2	2015-01-26 16:15:45	2015-01-26 20:00:02	0	1	0	8	8	8	1	0	0	0	0		20	0	20
location	3	0	-	2	2015-01-26 16:15:45	2015-01-26 20:00:02	0	1	0	3	3	3	1	0	0	0	0		20	0	20
rack	3	0	-	2	2015-01-26 16:15:45	2015-01-26 20:00:02	0	1	0	4	4	4	1	0	0	0	0		20	0	20
session	3	0	-	2	2015-01-26 16:15:45	2015-01-26 20:00:02	0	1	0	7	7	7	1	0	0	0	0		20	0	20
user	3	0	-	2	2015-01-26 16:15:45	2015-01-26 20:00:02	0	1	0	8	8	8	1	8	2	2.67	0.67	4	20	2	22
user_group	3	0	-	2	2015-01-26 16:15:45	2015-01-26 20:00:02	0	1	0	3	3	3	1	0	0	0	0		20	0	20
