Table	Duration	Birth	Death	LastKnownVersion	BirthDate	LKVDate	YearOfBirth	YearOfLKV	DurationDays	SchemaSize@Birth	SchemaSize@LKV	SchemaSizeAvg	SchemaSizeResizeRatio	SumUpd	CountVwUpd	ATU	UpdRate	AvgUpdVolume	SurvivalClass	ActivityClass	LADClass
actions	31	0	-	30	2015-07-30 21:36:02	2018-11-20 18:56:27	0	4	1208	14	14	14	1	0	0	0	0		20	0	20
agent_action_relation	2	27	28	28	2018-10-29 20:56:17	2018-11-09 16:52:01	4	4	10	3	3	3	1	0	0	0	0		10	0	10
agents	31	0	-	30	2015-07-30 21:36:02	2018-11-20 18:56:27	0	4	1208	12	14	12.9	1.17	2	2	0.06	0.06	1	20	1	21
agents_stats	31	0	-	30	2015-07-30 21:36:02	2018-11-20 18:56:27	0	4	1208	11	11	11	1	0	0	0	0		20	0	20
agtmodreq	31	0	-	30	2015-07-30 21:36:02	2018-11-20 18:56:27	0	4	1208	3	3	3	1	0	0	0	0		20	0	20
commands	31	0	-	30	2015-07-30 21:36:02	2018-11-20 18:56:27	0	4	1208	7	7	7	1	0	0	0	0		20	0	20
invagtmodperm	31	0	-	30	2015-07-30 21:36:02	2018-11-20 18:56:27	0	4	1208	4	4	4	1	0	0	0	0		20	0	20
investigators	31	0	-	30	2015-07-30 21:36:02	2018-11-20 18:56:27	0	4	1208	8	11	9.13	1.38	9	5	0.29	0.16	1.8	20	2	22
loaders	29	0	-	30	2015-07-30 21:36:02	2018-11-20 18:56:27	0	4	1208	6	12	8.97	2	10	7	0.34	0.24	1.43	20	2	22
manifests	29	0	-	30	2015-07-30 21:36:02	2018-11-20 18:56:27	0	4	1208	6	6	6	1	0	0	0	0		20	0	20
manifestsig	29	0	-	30	2015-07-30 21:36:02	2018-11-20 18:56:27	0	4	1208	3	3	3	1	0	0	0	0		20	0	20
modules	31	0	-	30	2015-07-30 21:36:02	2018-11-20 18:56:27	0	4	1208	2	2	2	1	0	0	0	0		20	0	20
signatures	31	0	-	30	2015-07-30 21:36:02	2018-11-20 18:56:27	0	4	1208	3	3	3	1	0	0	0	0		20	0	20
