Table	Duration	Birth	Death	LastKnownVersion	BirthDate	LKVDate	YearOfBirth	YearOfLKV	DurationDays	SchemaSize@Birth	SchemaSize@LKV	SchemaSizeAvg	SchemaSizeResizeRatio	SumUpd	CountVwUpd	ATU	UpdRate	AvgUpdVolume	SurvivalClass	ActivityClass	LADClass
bb_ads	116	0	115	115	2011-06-27 21:23:51	2017-01-22 16:48:14	0	6	2035	7	7	7	1	0	0	0	0		10	0	10
bb_attach_quota	126	0	-	125	2011-06-27 21:23:51	2018-06-26 12:09:47	0	7	2555	4	4	4	1	0	0	0	0		20	0	20
bb_attachments	126	0	-	125	2011-06-27 21:23:51	2018-06-26 12:09:47	0	7	2555	3	3	3	1	0	0	0	0		20	0	20
bb_attachments_config	126	0	-	125	2011-06-27 21:23:51	2018-06-26 12:09:47	0	7	2555	2	2	2	1	0	0	0	0		20	0	20
bb_attachments_desc	126	0	-	125	2011-06-27 21:23:51	2018-06-26 12:09:47	0	7	2555	11	11	11	1	0	0	0	0		20	0	20
bb_auth_access	126	0	-	125	2011-06-27 21:23:51	2018-06-26 12:09:47	0	7	2555	3	3	3	1	0	0	0	0		20	0	20
bb_auth_access_snap	126	0	-	125	2011-06-27 21:23:51	2018-06-26 12:09:47	0	7	2555	3	3	3	1	0	0	0	0		20	0	20
bb_banlist	126	0	-	125	2011-06-27 21:23:51	2018-06-26 12:09:47	0	7	2555	4	4	4	1	1	1	0.01	0.01	1	20	1	21
bb_bt_dlstatus	57	69	-	125	2014-01-28 19:14:24	2018-06-26 12:09:47	3	7	1609	4	4	4	1	0	0	0	0		20	0	20
bb_bt_dlstatus_main	69	0	68	68	2011-06-27 21:23:51	2014-01-27 20:36:14	0	3	944	4	4	4	1	0	0	0	0		10	0	10
bb_bt_dlstatus_mrg	69	0	68	68	2011-06-27 21:23:51	2014-01-27 20:36:14	0	3	944	4	4	4	1	0	0	0	0		10	0	10
bb_bt_dlstatus_new	69	0	68	68	2011-06-27 21:23:51	2014-01-27 20:36:14	0	3	944	4	4	4	1	0	0	0	0		10	0	10
bb_bt_dlstatus_snap	126	0	-	125	2011-06-27 21:23:51	2018-06-26 12:09:47	0	7	2555	3	3	3	1	0	0	0	0		20	0	20
bb_bt_last_torstat	126	0	-	125	2011-06-27 21:23:51	2018-06-26 12:09:47	0	7	2555	9	9	9	1	0	0	0	0		20	0	20
bb_bt_last_userstat	126	0	-	125	2011-06-27 21:23:51	2018-06-26 12:09:47	0	7	2555	7	7	7	1	0	0	0	0		20	0	20
bb_bt_tor_dl_stat	122	4	-	125	2011-07-03 19:49:56	2018-06-26 12:09:47	1	7	2549	6	6	6	1	0	0	0	0		20	0	20
bb_bt_torhelp	126	0	-	125	2011-06-27 21:23:51	2018-06-26 12:09:47	0	7	2555	2	2	2	1	0	0	0	0		20	0	20
bb_bt_torrents	126	0	-	125	2011-06-27 21:23:51	2018-06-26 12:09:47	0	7	2555	15	17	16.94	1.13	2	1	0.02	0.01	2	20	1	21
bb_bt_torrents_del	57	4	60	60	2011-07-03 19:49:56	2013-08-07 21:12:38	1	3	766	4	4	4	1	0	0	0	0		10	0	10
bb_bt_torstat	126	0	-	125	2011-06-27 21:23:51	2018-06-26 12:09:47	0	7	2555	4	4	4	1	0	0	0	0		20	0	20
bb_bt_tracker	126	0	-	125	2011-06-27 21:23:51	2018-06-26 12:09:47	0	7	2555	23	22	24.04	0.96	12	6	0.1	0.05	2	20	1	21
bb_bt_tracker_snap	126	0	-	125	2011-06-27 21:23:51	2018-06-26 12:09:47	0	7	2555	5	5	5	1	0	0	0	0		20	0	20
bb_bt_user_settings	126	0	-	125	2011-06-27 21:23:51	2018-06-26 12:09:47	0	7	2555	3	3	3	1	0	0	0	0		20	0	20
bb_bt_users	126	0	-	125	2011-06-27 21:23:51	2018-06-26 12:09:47	0	7	2555	7	17	13.51	2.43	12	2	0.1	0.02	6	20	1	21
bb_captcha	109	0	108	108	2011-06-27 21:23:51	2014-10-30 15:49:51	0	4	1220	3	3	3	1	0	0	0	0		10	0	10
bb_categories	126	0	-	125	2011-06-27 21:23:51	2018-06-26 12:09:47	0	7	2555	3	3	3	1	0	0	0	0		20	0	20
bb_config	126	0	-	125	2011-06-27 21:23:51	2018-06-26 12:09:47	0	7	2555	2	2	2	1	0	0	0	0		20	0	20
bb_countries	4	0	3	3	2011-06-27 21:23:51	2011-06-30 08:09:45	0	1	2	4	4	4	1	0	0	0	0		10	0	10
bb_cron	126	0	-	125	2011-06-27 21:23:51	2018-06-26 12:09:47	0	7	2555	16	16	16	1	0	0	0	0		20	0	20
bb_datastore	22	0	21	21	2011-06-27 21:23:51	2011-08-28 23:38:22	0	1	62	2	2	2	1	0	0	0	0		10	0	10
bb_disallow	126	0	-	125	2011-06-27 21:23:51	2018-06-26 12:09:47	0	7	2555	2	2	2	1	0	0	0	0		20	0	20
bb_extension_groups	126	0	-	125	2011-06-27 21:23:51	2018-06-26 12:09:47	0	7	2555	8	8	8	1	0	0	0	0		20	0	20
bb_extensions	126	0	-	125	2011-06-27 21:23:51	2018-06-26 12:09:47	0	7	2555	4	4	4	1	0	0	0	0		20	0	20
bb_forums	126	0	-	125	2011-06-27 21:23:51	2018-06-26 12:09:47	0	7	2555	30	30	30.34	1	4	3	0.03	0.02	1.33	20	1	21
bb_groups	126	0	-	125	2011-06-27 21:23:51	2018-06-26 12:09:47	0	7	2555	6	11	7.85	1.83	20	8	0.16	0.06	2.5	20	2	22
bb_log	126	0	-	125	2011-06-27 21:23:51	2018-06-26 12:09:47	0	7	2555	13	11	12.87	0.85	5	3	0.04	0.02	1.67	20	1	21
bb_poll_users	55	71	-	125	2014-01-30 17:02:21	2018-06-26 12:09:47	3	7	1607	4	4	4	1	1	1	0.02	0.02	1	20	1	21
bb_poll_votes	55	71	-	125	2014-01-30 17:02:21	2018-06-26 12:09:47	3	7	1607	4	4	4	1	0	0	0	0		20	0	20
bb_posts	126	0	-	125	2011-06-27 21:23:51	2018-06-26 12:09:47	0	7	2555	15	16	15.13	1.07	26	10	0.21	0.08	2.6	20	2	22
bb_posts_html	126	0	-	125	2011-06-27 21:23:51	2018-06-26 12:09:47	0	7	2555	3	3	3	1	0	0	0	0		20	0	20
bb_posts_search	126	0	-	125	2011-06-27 21:23:51	2018-06-26 12:09:47	0	7	2555	2	2	2	1	0	0	0	0		20	0	20
bb_posts_text	126	0	-	125	2011-06-27 21:23:51	2018-06-26 12:09:47	0	7	2555	4	2	2.14	0.5	2	2	0.02	0.02	1	20	1	21
bb_privmsgs	126	0	-	125	2011-06-27 21:23:51	2018-06-26 12:09:47	0	7	2555	11	7	8.77	0.64	7	4	0.06	0.03	1.75	20	1	21
bb_privmsgs_text	126	0	-	125	2011-06-27 21:23:51	2018-06-26 12:09:47	0	7	2555	3	2	2.03	0.67	1	1	0.01	0.01	1	20	1	21
bb_quota_limits	126	0	-	125	2011-06-27 21:23:51	2018-06-26 12:09:47	0	7	2555	3	3	3	1	0	0	0	0		20	0	20
bb_ranks	126	0	-	125	2011-06-27 21:23:51	2018-06-26 12:09:47	0	7	2555	5	4	5.79	0.8	3	2	0.02	0.02	1.5	20	1	21
bb_reports	97	0	96	96	2011-06-27 21:23:51	2014-08-30 22:54:38	0	4	1160	11	11	11	1	0	0	0	0		10	0	10
bb_reports_changes	97	0	96	96	2011-06-27 21:23:51	2014-08-30 22:54:38	0	4	1160	6	6	6	1	0	0	0	0		10	0	10
bb_reports_modules	97	0	96	96	2011-06-27 21:23:51	2014-08-30 22:54:38	0	4	1160	10	10	10	1	0	0	0	0		10	0	10
bb_reports_reasons	97	0	96	96	2011-06-27 21:23:51	2014-08-30 22:54:38	0	4	1160	4	4	4	1	0	0	0	0		10	0	10
bb_search_rebuild	126	0	-	125	2011-06-27 21:23:51	2018-06-26 12:09:47	0	7	2555	11	11	11	1	0	0	0	0		20	0	20
bb_search_results	126	0	-	125	2011-06-27 21:23:51	2018-06-26 12:09:47	0	7	2555	7	7	7	1	2	1	0.02	0.01	2	20	1	21
bb_sessions	126	0	-	125	2011-06-27 21:23:51	2018-06-26 12:09:47	0	7	2555	8	8	8	1	3	2	0.02	0.02	1.5	20	1	21
bb_smilies	126	0	-	125	2011-06-27 21:23:51	2018-06-26 12:09:47	0	7	2555	4	4	4	1	0	0	0	0		20	0	20
bb_topic_templates	76	0	75	75	2011-06-27 21:23:51	2014-02-10 20:34:47	0	3	958	5	5	5	1	0	0	0	0		10	0	10
bb_topic_tpl	83	43	-	125	2012-04-09 22:08:01	2018-06-26 12:09:47	1	7	2268	9	9	9	1	0	0	0	0		20	0	20
bb_topics	126	0	-	125	2011-06-27 21:23:51	2018-06-26 12:09:47	0	7	2555	17	17	17.66	1	4	4	0.03	0.03	1	20	1	21
bb_topics_watch	126	0	-	125	2011-06-27 21:23:51	2018-06-26 12:09:47	0	7	2555	3	3	3	1	0	0	0	0		20	0	20
bb_user_group	126	0	-	125	2011-06-27 21:23:51	2018-06-26 12:09:47	0	7	2555	3	4	3.8	1.33	1	1	0.01	0.01	1	20	1	21
bb_users	126	0	-	125	2011-06-27 21:23:51	2018-06-26 12:09:47	0	7	2555	42	37	37.31	0.88	27	13	0.21	0.1	2.08	20	2	22
bb_vote_desc	71	0	70	70	2011-06-27 21:23:51	2014-01-29 22:27:53	0	3	947	5	5	5	1	0	0	0	0		10	0	10
bb_vote_results	71	0	70	70	2011-06-27 21:23:51	2014-01-29 22:27:53	0	3	947	4	4	4	1	0	0	0	0		10	0	10
bb_vote_voters	71	0	70	70	2011-06-27 21:23:51	2014-01-29 22:27:53	0	3	947	3	3	3	1	0	0	0	0		10	0	10
bb_words	126	0	-	125	2011-06-27 21:23:51	2018-06-26 12:09:47	0	7	2555	3	3	3	1	0	0	0	0		20	0	20
buf_last_seeder	126	0	-	125	2011-06-27 21:23:51	2018-06-26 12:09:47	0	7	2555	2	2	2	1	0	0	0	0		20	0	20
buf_topic_view	126	0	-	125	2011-06-27 21:23:51	2018-06-26 12:09:47	0	7	2555	2	2	2	1	0	0	0	0		20	0	20
sph_counter	69	0	68	68	2011-06-27 21:23:51	2014-01-27 20:36:14	0	3	944	2	2	2	1	0	0	0	0		10	0	10
xbt_announce_log	57	4	60	60	2011-07-03 19:49:56	2013-08-07 21:12:38	1	3	766	11	11	11	1	0	0	0	0		10	0	10
xbt_config	57	4	60	60	2011-07-03 19:49:56	2013-08-07 21:12:38	1	3	766	2	2	2	1	0	0	0	0		10	0	10
xbt_deny_from_hosts	57	4	60	60	2011-07-03 19:49:56	2013-08-07 21:12:38	1	3	766	2	2	2	1	0	0	0	0		10	0	10
xbt_files_users	57	4	60	60	2011-07-03 19:49:56	2013-08-07 21:12:38	1	3	766	9	9	9	1	0	0	0	0		10	0	10
xbt_scrape_log	57	4	60	60	2011-07-03 19:49:56	2013-08-07 21:12:38	1	3	766	5	5	5	1	0	0	0	0		10	0	10
