Table	Duration	Birth	Death	LastKnownVersion	BirthDate	LKVDate	YearOfBirth	YearOfLKV	DurationDays	SchemaSize@Birth	SchemaSize@LKV	SchemaSizeAvg	SchemaSizeResizeRatio	SumUpd	CountVwUpd	ATU	UpdRate	AvgUpdVolume	SurvivalClass	ActivityClass	LADClass
action	14	0	-	13	2016-11-08 10:31:48	2019-01-10 10:04:43	0	3	792	10	12	10.5	1.2	12	3	0.86	0.21	4	20	2	22
action_result	14	0	-	13	2016-11-08 10:31:48	2019-01-10 10:04:43	0	3	792	13	15	13.93	1.15	6	2	0.43	0.14	3	20	2	22
action_user	8	0	7	7	2016-11-08 10:31:48	2017-05-17 09:37:34	0	1	189	3	3	3	1	0	0	0	0		10	0	10
action_user_group	14	0	-	13	2016-11-08 10:31:48	2019-01-10 10:04:43	0	3	792	3	3	3	1	0	0	0	0		20	0	20
chart	14	0	-	13	2016-11-08 10:31:48	2019-01-10 10:04:43	0	3	792	9	8	8.57	0.89	14	1	1	0.07	14	20	2	22
chart_element	14	0	-	13	2016-11-08 10:31:48	2019-01-10 10:04:43	0	3	792	5	3	4.14	0.6	5	2	0.36	0.14	2.5	20	1	21
group	8	0	7	7	2016-11-08 10:31:48	2017-05-17 09:37:34	0	1	189	2	2	2	1	0	0	0	0		10	0	10
group_plugin	1	7	7	7	2017-05-17 09:37:34	2017-05-17 09:37:34	1	1	0	3	3	3	1	0	0	0	0		10	0	10
host	14	0	-	13	2016-11-08 10:31:48	2019-01-10 10:04:43	0	3	792	9	11	9.86	1.22	4	1	0.29	0.07	4	20	1	21
host_group	14	0	-	13	2016-11-08 10:31:48	2019-01-10 10:04:43	0	3	792	3	7	4.71	2.33	8	1	0.57	0.07	8	20	2	22
host_group_host	6	8	-	13	2018-03-24 01:31:32	2019-01-10 10:04:43	2	3	292	3	3	3	1	0	0	0	0		20	0	20
host_group_plugin	6	8	-	13	2018-03-24 01:31:32	2019-01-10 10:04:43	2	3	292	3	6	5	2	3	1	0.5	0.17	3	20	1	21
host_plugin	14	0	-	13	2016-11-08 10:31:48	2019-01-10 10:04:43	0	3	792	3	6	3.86	2	3	1	0.21	0.07	3	20	1	21
