mID	humanTime	#numCommits	#numTables	#numAttrs	tablesInssSum	tablesDelSum	attrsInsWithTableInsSum	attrsbDelWithTableDelSum	attrsInjectedSum	attrsEjectedSum	attrsWithTypeUpdSum	attrsInPKUpdSum	tableDeltaSum	attrDeltaSum	attrBirthsSum	attrDeathsSum	attrUpdsSum	TotalExpansion	TotalMaintenance	TotalAttrActivity	Reeds	ReedRatioAComm	ReedRatioTComm	ActivityDueToReeds	Turfs	TurfRatioAComm	TurfRatioTComm	ActivityDueToTurfs	ActiveCommits	ActiveCommitRatio
0	2009-02	1	48	297	48	0	297	0	0	0	0	0	0	0	297	0	0	297	0	297	1	1.0	1.0	297	0	0.0	0.0	0	1	1.0
1	2009-03	13	47	299	7	8	28	30	8	4	12	0	-1	2	36	34	12	36	46	82	1	0.32999999999999996	0.08	75	2	0.67	0.15	7	3	0.23
2	2009-04	1	48	301	1	0	2	0	1	1	6	0	1	2	3	1	6	3	7	10	0	0.0	0.0	0	1	1.0	1.0	10	1	1.0
3	2009-05	2	47	297	0	1	0	5	1	0	2	0	-1	-4	1	5	2	1	7	8	0	0.0	0.0	0	2	1.0	1.0	8	2	1.0
4	2009-06	1	48	305	48	47	305	297	0	0	0	0	1	8	305	297	0	305	297	602	1	1.0	1.0	602	0	0.0	0.0	0	1	1.0
5	2009-07	1	48	304	48	48	304	305	0	0	0	0	0	-1	304	305	0	304	305	609	1	1.0	1.0	609	0	0.0	0.0	0	1	1.0
6	2009-08	0	48	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0	0.0
7	2009-09	0	48	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0	0.0
8	2009-10	0	48	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0	0.0
9	2009-11	3	51	329	4	1	16	5	17	3	3	0	3	25	33	8	3	33	11	44	1	0.32999999999999996	0.33	23	2	0.67	0.67	21	3	1.0
10	2009-12	0	51	329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0	0.0
11	2010-01	0	51	329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0	0.0
12	2010-02	0	51	329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0	0.0
13	2010-03	6	57	385	57	51	382	329	4	1	0	0	6	56	386	330	0	386	330	716	1	0.32999999999999996	0.17	711	2	0.67	0.33	5	3	0.5
14	2010-04	1	59	395	2	0	4	0	6	0	0	0	2	10	10	0	0	10	0	10	0	0.0	0.0	0	1	1.0	1.0	10	1	1.0
15	2010-05	0	59	395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0	0.0
16	2010-06	2	59	401	0	0	0	0	7	1	1	0	0	6	7	1	1	7	2	9	0	0.0	0.0	0	1	1.0	0.5	9	1	0.5
17	2010-07	0	59	401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0	0.0
18	2010-08	1	59	401	0	0	0	0	1	1	0	0	0	0	1	1	0	1	1	2	0	0.0	0.0	0	1	1.0	1.0	2	1	1.0
19	2010-09	0	59	401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0	0.0
20	2010-10	1	59	401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0	0.0
21	2010-11	1	59	401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0	0.0
22	2010-12	0	59	401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0	0.0
23	2011-01	0	59	401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0	0.0
24	2011-02	0	59	401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0	0.0
25	2011-03	0	59	401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0	0.0
26	2011-04	4	88	539	35	6	180	19	28	51	5	0	29	138	208	70	5	208	75	283	1	0.32999999999999996	0.25	268	2	0.67	0.5	15	3	0.75
27	2011-05	9	88	542	0	0	0	0	6	3	0	0	0	3	6	3	0	6	3	9	0	0.0	0.0	0	3	1.0	0.33	9	3	0.33
28	2011-06	1	88	542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0	0.0
29	2011-07	10	88	544	0	0	0	0	2	0	28	0	0	2	2	0	28	2	28	30	1	0.32999999999999996	0.1	28	2	0.67	0.2	2	3	0.3
30	2011-08	0	88	544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0	0.0
31	2011-09	0	88	544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0	0.0
32	2011-10	0	88	544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0	0.0
33	2011-11	0	88	544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0	0.0
34	2011-12	0	88	544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0	0.0
35	2012-01	0	88	544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0	0.0
36	2012-02	0	88	544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0	0.0
37	2012-03	0	88	544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0	0.0
38	2012-04	0	88	544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0	0.0
39	2012-05	0	88	544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0	0.0
40	2012-06	1	95	643	8	1	86	10	28	5	6	0	7	99	114	15	6	114	21	135	1	1.0	1.0	135	0	0.0	0.0	0	1	1.0
41	2012-07	5	94	644	0	1	0	4	5	0	9	0	-1	1	5	4	9	5	13	18	0	0.0	0.0	0	5	1.0	1.0	18	5	1.0
42	2012-08	16	93	644	1	2	3	6	3	0	2	0	-1	0	6	6	2	6	8	14	0	0.0	0.0	0	6	1.0	0.38	14	6	0.38
43	2012-09	8	99	663	6	0	16	0	4	1	0	0	6	19	20	1	0	20	1	21	1	0.32999999999999996	0.13	15	2	0.67	0.25	6	3	0.38
44	2012-10	1	99	663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0	0.0
45	2012-11	2	99	663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0	0.0
46	2012-12	19	109	699	13	3	46	9	3	4	33	0	10	36	49	13	33	49	46	95	3	0.32999999999999996	0.16	79	6	0.67	0.32	16	9	0.47
47	2013-01	20	110	698	3	2	7	4	2	6	40	0	1	-1	9	10	40	9	50	59	2	0.19999999999999996	0.1	38	8	0.8	0.4	21	10	0.5
48	2013-02	17	112	714	2	0	19	0	4	7	4	2	2	16	23	7	6	23	13	36	0	0.0	0.0	0	8	1.0	0.47	36	8	0.47
49	2013-03	6	112	716	0	0	0	0	3	1	1	0	0	2	3	1	1	3	2	5	0	0.0	0.0	0	3	1.0	0.5	5	3	0.5
50	2013-04	0	112	716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0	0.0
