Table	Duration	Birth	Death	LastKnownVersion	BirthDate	LKVDate	YearOfBirth	YearOfLKV	DurationDays	SchemaSize@Birth	SchemaSize@LKV	SchemaSizeAvg	SchemaSizeResizeRatio	SumUpd	CountVwUpd	ATU	UpdRate	AvgUpdVolume	SurvivalClass	ActivityClass	LADClass
accounts	14	2	-	15	2015-01-23 16:51:02	2015-04-30 21:05:53	1	1	97	5	6	6.14	1.2	5	5	0.36	0.36	1	20	1	21
applications	8	8	-	15	2015-01-30 15:53:37	2015-04-30 21:05:53	1	1	90	6	6	6	1	3	2	0.38	0.25	1.5	20	1	21
characters	16	0	-	15	2015-01-13 18:55:08	2015-04-30 21:05:53	0	1	107	6	7	6.44	1.17	3	2	0.19	0.12	1.5	20	1	21
corporations	16	0	-	15	2015-01-13 18:55:08	2015-04-30 21:05:53	0	1	107	7	8	7.25	1.14	1	1	0.06	0.06	1	20	1	21
csrffailures	3	13	-	15	2015-03-28 00:20:50	2015-04-30 21:05:53	1	1	33	4	4	4	1	0	0	0	0		20	0	20
grouproles	16	0	-	15	2015-01-13 18:55:08	2015-04-30 21:05:53	0	1	107	5	5	5	1	0	0	0	0		20	0	20
groups	16	0	-	15	2015-01-13 18:55:08	2015-04-30 21:05:53	0	1	107	3	3	3	1	0	0	0	0		20	0	20
loginattempts	10	6	-	15	2015-01-30 01:15:59	2015-04-30 21:05:53	1	1	90	6	6	6	1	0	0	0	0		20	0	20
roles	16	0	-	15	2015-01-13 18:55:08	2015-04-30 21:05:53	0	1	107	3	4	3.12	1.33	1	1	0.06	0.06	1	20	1	21
userapikeys	2	0	1	1	2015-01-13 18:55:08	2015-01-14 15:23:50	0	1	0	5	5	5	1	0	0	0	0		10	0	10
usergroups	16	0	-	15	2015-01-13 18:55:08	2015-04-30 21:05:53	0	1	107	4	4	4	1	0	0	0	0		20	0	20
userroles	16	0	-	15	2015-01-13 18:55:08	2015-04-30 21:05:53	0	1	107	5	5	5	1	0	0	0	0		20	0	20
users	16	0	-	15	2015-01-13 18:55:08	2015-04-30 21:05:53	0	1	107	4	6	5.62	1.5	4	3	0.25	0.19	1.33	20	1	21
