Table	Duration	Birth	Death	LastKnownVersion	BirthDate	LKVDate	YearOfBirth	YearOfLKV	DurationDays	SchemaSize@Birth	SchemaSize@LKV	SchemaSizeAvg	SchemaSizeResizeRatio	SumUpd	CountVwUpd	ATU	UpdRate	AvgUpdVolume	SurvivalClass	ActivityClass	LADClass
address	7	0	-	6	2013-07-16 18:33:39	2014-01-29 21:17:05	0	1	197	13	13	13	1	0	0	0	0		20	0	20
affiliate	7	0	-	6	2013-07-16 18:33:39	2014-01-29 21:17:05	0	1	197	31	31	31	1	0	0	0	0		20	0	20
affiliate_transaction	7	0	-	6	2013-07-16 18:33:39	2014-01-29 21:17:05	0	1	197	6	6	6	1	0	0	0	0		20	0	20
attribute	7	0	-	6	2013-07-16 18:33:39	2014-01-29 21:17:05	0	1	197	3	3	3	1	0	0	0	0		20	0	20
attribute_description	7	0	-	6	2013-07-16 18:33:39	2014-01-29 21:17:05	0	1	197	3	3	3	1	0	0	0	0		20	0	20
attribute_group	7	0	-	6	2013-07-16 18:33:39	2014-01-29 21:17:05	0	1	197	2	2	2	1	0	0	0	0		20	0	20
attribute_group_description	7	0	-	6	2013-07-16 18:33:39	2014-01-29 21:17:05	0	1	197	3	3	3	1	0	0	0	0		20	0	20
banner	7	0	-	6	2013-07-16 18:33:39	2014-01-29 21:17:05	0	1	197	3	3	3	1	0	0	0	0		20	0	20
banner_image	7	0	-	6	2013-07-16 18:33:39	2014-01-29 21:17:05	0	1	197	4	4	4	1	0	0	0	0		20	0	20
banner_image_description	7	0	-	6	2013-07-16 18:33:39	2014-01-29 21:17:05	0	1	197	4	4	4	1	0	0	0	0		20	0	20
category	7	0	-	6	2013-07-16 18:33:39	2014-01-29 21:17:05	0	1	197	9	9	9	1	0	0	0	0		20	0	20
category_description	7	0	-	6	2013-07-16 18:33:39	2014-01-29 21:17:05	0	1	197	6	6	6	1	0	0	0	0		20	0	20
category_filter	7	0	-	6	2013-07-16 18:33:39	2014-01-29 21:17:05	0	1	197	2	2	2	1	0	0	0	0		20	0	20
category_path	7	0	-	6	2013-07-16 18:33:39	2014-01-29 21:17:05	0	1	197	3	3	3	1	0	0	0	0		20	0	20
category_to_layout	7	0	-	6	2013-07-16 18:33:39	2014-01-29 21:17:05	0	1	197	3	3	3	1	0	0	0	0		20	0	20
category_to_store	7	0	-	6	2013-07-16 18:33:39	2014-01-29 21:17:05	0	1	197	2	2	2	1	0	0	0	0		20	0	20
