Table	Duration	Birth	Death	LastKnownVersion	BirthDate	LKVDate	YearOfBirth	YearOfLKV	DurationDays	SchemaSize@Birth	SchemaSize@LKV	SchemaSizeAvg	SchemaSizeResizeRatio	SumUpd	CountVwUpd	ATU	UpdRate	AvgUpdVolume	SurvivalClass	ActivityClass	LADClass
tclassextend	5	0	-	4	2017-05-16 15:57:56	2018-06-12 16:59:59	0	2	392	12	12	12	1	0	0	0	0		20	0	20
tclassextendattributes	5	0	-	4	2017-05-16 15:57:56	2018-06-12 16:59:59	0	2	392	16	16	16	1	0	0	0	0		20	0	20
tclassextenddata	5	0	-	4	2017-05-16 15:57:56	2018-06-12 16:59:59	0	2	392	5	5	5	1	0	0	0	0		20	0	20
tclassextenddatauseractivity	5	0	-	4	2017-05-16 15:57:56	2018-06-12 16:59:59	0	2	392	5	5	5	1	0	0	0	0		20	0	20
tclassextendsets	5	0	-	4	2017-05-16 15:57:56	2018-06-12 16:59:59	0	2	392	7	7	7	1	0	0	0	0		20	0	20
tcontent	5	0	-	4	2017-05-16 15:57:56	2018-06-12 16:59:59	0	2	392	59	59	59	1	0	0	0	0		20	0	20
tcontentassignments	5	0	-	4	2017-05-16 15:57:56	2018-06-12 16:59:59	0	2	392	4	4	4	1	0	0	0	0		20	0	20
tcontentcategories	5	0	-	4	2017-05-16 15:57:56	2018-06-12 16:59:59	0	2	392	15	15	15	1	0	0	0	0		20	0	20
tcontentcategoryassign	5	0	-	4	2017-05-16 15:57:56	2018-06-12 16:59:59	0	2	392	8	8	8	1	0	0	0	0		20	0	20
tcontentcomments	5	0	-	4	2017-05-16 15:57:56	2018-06-12 16:59:59	0	2	392	11	11	11	1	0	0	0	0		20	0	20
tcontentdisplaytitleapprovals	5	0	-	4	2017-05-16 15:57:56	2018-06-12 16:59:59	0	2	392	4	4	4	1	0	0	0	0		20	0	20
tcontenteventreminders	5	0	-	4	2017-05-16 15:57:56	2018-06-12 16:59:59	0	2	392	8	8	8	1	0	0	0	0		20	0	20
tcontentfeedadvancedparams	5	0	-	4	2017-05-16 15:57:56	2018-06-12 16:59:59	0	2	392	8	8	8	1	0	0	0	0		20	0	20
