Table	Duration	Birth	Death	LastKnownVersion	BirthDate	LKVDate	YearOfBirth	YearOfLKV	DurationDays	SchemaSize@Birth	SchemaSize@LKV	SchemaSizeAvg	SchemaSizeResizeRatio	SumUpd	CountVwUpd	ATU	UpdRate	AvgUpdVolume	SurvivalClass	ActivityClass	LADClass
activities	2	0	-	1	2014-11-23 09:31:18	2014-12-06 22:19:57	0	1	13	5	5	5	1	0	0	0	0		20	0	20
activity_notifications	2	0	-	1	2014-11-23 09:31:18	2014-12-06 22:19:57	0	1	13	9	9	9	1	0	0	0	0		20	0	20
categories	2	0	-	1	2014-11-23 09:31:18	2014-12-06 22:19:57	0	1	13	6	6	6	1	0	0	0	0		20	0	20
irclog	2	0	-	1	2014-11-23 09:31:18	2014-12-06 22:19:57	0	1	13	4	4	4	1	0	0	0	0		20	0	20
notifications	2	0	-	1	2014-11-23 09:31:18	2014-12-06 22:19:57	0	1	13	9	9	9	1	0	0	0	0		20	0	20
notifications_bounces	2	0	-	1	2014-11-23 09:31:18	2014-12-06 22:19:57	0	1	13	6	6	6	1	0	0	0	0		20	0	20
posts	2	0	-	1	2014-11-23 09:31:18	2014-12-06 22:19:57	0	1	13	18	18	18	1	0	0	0	0		20	0	20
posts_bounties	2	0	-	1	2014-11-23 09:31:18	2014-12-06 22:19:57	0	1	13	6	6	6	1	0	0	0	0		20	0	20
posts_history	2	0	-	1	2014-11-23 09:31:18	2014-12-06 22:19:57	0	1	13	5	5	5	1	0	0	0	0		20	0	20
posts_notifications	2	0	-	1	2014-11-23 09:31:18	2014-12-06 22:19:57	0	1	13	3	3	3	1	0	0	0	0		20	0	20
posts_replies	2	0	-	1	2014-11-23 09:31:18	2014-12-06 22:19:57	0	1	13	11	11	11	1	0	0	0	0		20	0	20
posts_replies_history	2	0	-	1	2014-11-23 09:31:18	2014-12-06 22:19:57	0	1	13	5	5	5	1	0	0	0	0		20	0	20
posts_replies_votes	2	0	-	1	2014-11-23 09:31:18	2014-12-06 22:19:57	0	1	13	5	5	5	1	0	0	0	0		20	0	20
posts_subscribers	2	0	-	1	2014-11-23 09:31:18	2014-12-06 22:19:57	0	1	13	4	4	4	1	0	0	0	0		20	0	20
posts_views	2	0	-	1	2014-11-23 09:31:18	2014-12-06 22:19:57	0	1	13	3	3	3	1	0	0	0	0		20	0	20
posts_votes	2	0	-	1	2014-11-23 09:31:18	2014-12-06 22:19:57	0	1	13	5	5	5	1	0	0	0	0		20	0	20
users	2	0	-	1	2014-11-23 09:31:18	2014-12-06 22:19:57	0	1	13	18	18	18	1	0	0	0	0		20	0	20
users_badges	2	0	-	1	2014-11-23 09:31:18	2014-12-06 22:19:57	0	1	13	7	7	7	1	0	0	0	0		20	0	20
