Table	Duration	Birth	Death	LastKnownVersion	BirthDate	LKVDate	YearOfBirth	YearOfLKV	DurationDays	SchemaSize@Birth	SchemaSize@LKV	SchemaSizeAvg	SchemaSizeResizeRatio	SumUpd	CountVwUpd	ATU	UpdRate	AvgUpdVolume	SurvivalClass	ActivityClass	LADClass
Announcement	2	0	1	1	2017-06-29 19:26:10	2017-06-30 15:06:34	0	1	0	3	3	3	1	0	0	0	0		10	0	10
DoneWithAnnouncement	2	0	1	1	2017-06-29 19:26:10	2017-06-30 15:06:34	0	1	0	2	2	2	1	0	0	0	0		10	0	10
Game	2	0	1	1	2017-06-29 19:26:10	2017-06-30 15:06:34	0	1	0	5	5	5	1	0	0	0	0		10	0	10
GameUser	2	0	1	1	2017-06-29 19:26:10	2017-06-30 15:06:34	0	1	0	7	7	7	1	0	0	0	0		10	0	10
Organization	2	0	1	1	2017-06-29 19:26:10	2017-06-30 15:06:34	0	1	0	3	3	3	1	0	0	0	0		10	0	10
OrganizationEmailDomain	2	0	1	1	2017-06-29 19:26:10	2017-06-30 15:06:34	0	1	0	2	2	2	1	0	0	0	0		10	0	10
User	2	0	1	1	2017-06-29 19:26:10	2017-06-30 15:06:34	0	1	0	23	26	24.5	1.13	3	1	1.5	0.5	3	10	1	11
UserHistory	2	0	1	1	2017-06-29 19:26:10	2017-06-30 15:06:34	0	1	0	6	6	6	1	0	0	0	0		10	0	10
UserNotification	2	0	1	1	2017-06-29 19:26:10	2017-06-30 15:06:34	0	1	0	6	6	6	1	0	0	0	0		10	0	10
alembic_version	9	41	-	49	2017-10-06 20:22:10	2017-12-08 21:00:14	1	1	63	1	1	1	1	1	1	0.11	0.11	1	20	1	21
badge	23	20	-	49	2017-08-23 22:26:14	2017-12-08 21:00:14	1	1	106	2	2	2.26	1	2	3	0.09	0.13	0.67	20	1	21
bot	48	2	-	49	2017-07-03 13:09:20	2017-12-08 21:00:14	1	1	158	11	13	11.9	1.18	16	8	0.33	0.17	2	20	2	22
bot_history	48	2	-	49	2017-07-03 13:09:20	2017-12-08 21:00:14	1	1	158	8	9	8.96	1.12	20	8	0.42	0.17	2.5	20	2	22
challenge	2	48	-	49	2017-11-27 16:41:08	2017-12-08 21:00:14	1	1	11	8	8	8	1	0	0	0	0		20	0	20
challenge_participant	2	48	-	49	2017-11-27 16:41:08	2017-12-08 21:00:14	1	1	11	5	5	5	1	0	0	0	0		20	0	20
game	48	2	-	49	2017-07-03 13:09:20	2017-12-08 21:00:14	1	1	158	5	9	7.69	1.8	11	8	0.23	0.17	1.38	20	2	22
game_bot_stat	24	21	-	49	2017-08-25 15:30:13	2017-12-08 21:00:14	1	1	105	3	10	9.71	3.33	19	3	0.79	0.12	6.33	20	2	22
game_participant	48	2	-	49	2017-07-03 13:09:20	2017-12-08 21:00:14	1	1	158	8	11	8.12	1.38	18	7	0.38	0.15	2.57	20	2	22
game_stat	24	21	-	49	2017-08-25 15:30:13	2017-12-08 21:00:14	1	1	105	5	5	5	1	14	3	0.58	0.12	4.67	20	2	22
game_view_stat	22	27	-	49	2017-08-30 20:40:31	2017-12-08 21:00:14	1	1	100	3	2	2.14	0.67	6	4	0.27	0.18	1.5	20	2	22
hackathon	34	16	-	49	2017-07-28 21:39:38	2017-12-08 21:00:14	1	1	132	7	10	8.35	1.43	12	5	0.35	0.15	2.4	20	2	22
hackathon_participant	34	16	-	49	2017-07-28 21:39:38	2017-12-08 21:00:14	1	1	132	2	2	2	1	5	3	0.15	0.09	1.67	20	1	21
hackathon_snapshot	34	16	-	49	2017-07-28 21:39:38	2017-12-08 21:00:14	1	1	132	7	9	8.79	1.29	21	5	0.62	0.15	4.2	20	2	22
halite_1_user	11	39	-	49	2017-10-01 15:21:12	2017-12-08 21:00:14	1	1	68	21	21	21.09	1	4	4	0.36	0.36	1	20	1	21
leagues	3	47	-	49	2017-11-12 06:26:14	2017-12-08 21:00:14	1	1	26	5	5	5	1	0	0	0	0		20	0	20
organization	48	2	-	49	2017-07-03 13:09:20	2017-12-08 21:00:14	1	1	158	2	4	3.54	2	7	6	0.15	0.12	1.17	20	2	22
organization_email_domain	48	2	-	49	2017-07-03 13:09:20	2017-12-08 21:00:14	1	1	158	2	2	2	1	4	3	0.08	0.06	1.33	20	1	21
player	1	2	2	2	2017-07-03 13:09:20	2017-07-03 13:09:20	1	1	0	17	17	17	1	0	0	0	0		10	0	10
player_notification	1	2	2	2	2017-07-03 13:09:20	2017-07-03 13:09:20	1	1	0	6	6	6	1	0	0	0	0		10	0	10
user	47	3	-	49	2017-07-03 15:04:19	2017-12-08 21:00:14	1	1	158	17	19	17.98	1.12	19	8	0.4	0.17	2.38	20	2	22
user_badge	23	20	-	49	2017-08-23 22:26:14	2017-12-08 21:00:14	1	1	106	5	5	5	1	4	3	0.17	0.13	1.33	20	1	21
user_notification	47	3	-	49	2017-07-03 15:04:19	2017-12-08 21:00:14	1	1	158	6	6	6	1	6	5	0.13	0.11	1.2	20	2	22
user_tier_history	20	25	-	49	2017-08-29 22:01:51	2017-12-08 21:00:14	1	1	100	4	4	4	1	5	3	0.25	0.15	1.67	20	1	21
