Table	Duration	Birth	Death	LastKnownVersion	BirthDate	LKVDate	YearOfBirth	YearOfLKV	DurationDays	SchemaSize@Birth	SchemaSize@LKV	SchemaSizeAvg	SchemaSizeResizeRatio	SumUpd	CountVwUpd	ATU	UpdRate	AvgUpdVolume	SurvivalClass	ActivityClass	LADClass
agent_errors	52	0	-	51	2016-01-13 19:59:45	2018-05-09 21:40:03	0	3	847	4	4	4	1	0	0	0	0		20	0	20
agents	52	0	-	51	2016-01-13 19:59:45	2018-05-09 21:40:03	0	3	847	15	15	15	1	0	0	0	0		20	0	20
asg_alarms	43	0	42	42	2016-01-13 19:59:45	2016-07-18 19:52:31	0	1	186	10	10	10	1	4	4	0.09	0.09	1	10	1	11
asg_lifecycle_events	41	2	42	42	2016-01-25 19:18:47	2016-07-18 19:52:31	1	1	175	5	5	5	1	0	0	0	0		10	0	10
base_images	39	3	42	42	2016-02-04 21:43:04	2016-07-18 19:52:31	1	1	164	8	8	8	1	0	0	0	0		10	0	10
builds	52	0	-	51	2016-01-13 19:59:45	2018-05-09 21:40:03	0	3	847	13	14	13.83	1.08	5	5	0.1	0.1	1	20	1	21
cluster_upgrade_events	16	21	42	42	2016-05-05 22:32:12	2016-07-18 19:52:31	1	1	73	10	10	10	1	0	0	0	0		10	0	10
clusters	39	3	42	42	2016-02-04 21:43:04	2016-07-18 19:52:31	1	1	164	9	10	9.26	1.11	14	9	0.36	0.23	1.56	10	2	12
config_history	52	0	-	51	2016-01-13 19:59:45	2018-05-09 21:40:03	0	3	847	6	6	6	1	0	0	0	0		20	0	20
datas	52	0	-	51	2016-01-13 19:59:45	2018-05-09 21:40:03	0	3	847	5	5	5	1	0	0	0	0		20	0	20
deploy_constraints	6	46	-	51	2017-09-29 18:39:16	2018-05-09 21:40:03	2	3	222	6	7	6.67	1.17	1	1	0.17	0.17	1	20	1	21
deploys	52	0	-	51	2016-01-13 19:59:45	2018-05-09 21:40:03	0	3	847	16	16	16	1	1	1	0.02	0.02	1	20	1	21
environs	52	0	-	51	2016-01-13 19:59:45	2018-05-09 21:40:03	0	3	847	27	37	31.13	1.37	29	21	0.56	0.4	1.38	20	2	22
global_envs	52	0	-	51	2016-01-13 19:59:45	2018-05-09 21:40:03	0	3	847	4	4	4	1	0	0	0	0		20	0	20
group_mappings	9	33	42	42	2016-06-09 23:25:28	2016-07-18 19:52:31	1	1	38	2	2	2	1	0	0	0	0		10	0	10
groups	43	0	42	42	2016-01-13 19:59:45	2016-07-18 19:52:31	0	1	186	18	14	16.65	0.78	56	12	1.3	0.28	4.67	10	2	12
groups_and_envs	52	0	-	51	2016-01-13 19:59:45	2018-05-09 21:40:03	0	3	847	2	2	2	1	0	0	0	0		20	0	20
groups_and_roles	52	0	-	51	2016-01-13 19:59:45	2018-05-09 21:40:03	0	3	847	4	4	4	1	0	0	0	0		20	0	20
health_checks	43	0	42	42	2016-01-13 19:59:45	2016-07-18 19:52:31	0	1	186	16	17	16.98	1.06	1	1	0.02	0.02	1	10	1	11
healthcheck_errors	43	0	42	42	2016-01-13 19:59:45	2016-07-18 19:52:31	0	1	186	10	10	10	1	0	0	0	0		10	0	10
host_tags	6	46	-	51	2017-09-29 18:39:16	2018-05-09 21:40:03	2	3	222	5	5	5	1	0	0	0	0		20	0	20
host_types	39	3	42	42	2016-02-04 21:43:04	2016-07-18 19:52:31	1	1	164	9	9	9	1	0	0	0	0		10	0	10
hosts	52	0	-	51	2016-01-13 19:59:45	2018-05-09 21:40:03	0	3	847	7	8	7.48	1.14	3	3	0.06	0.06	1	20	1	21
hosts_and_envs	52	0	-	51	2016-01-13 19:59:45	2018-05-09 21:40:03	0	3	847	2	2	2	1	0	0	0	0		20	0	20
hotfixes	52	0	-	51	2016-01-13 19:59:45	2018-05-09 21:40:03	0	3	847	15	15	15	1	0	0	0	0		20	0	20
images	43	0	42	42	2016-01-13 19:59:45	2016-07-18 19:52:31	0	1	186	5	5	5	1	0	0	0	0		10	0	10
lending_activities	40	3	42	42	2016-02-04 21:43:04	2016-07-18 19:52:31	1	1	164	5	5	5	1	0	0	0	0		10	0	10
managing_groups	40	3	42	42	2016-02-04 21:43:04	2016-07-18 19:52:31	1	1	164	7	9	8.15	1.29	9	7	0.22	0.17	1.29	10	2	12
new_instances_reports	43	0	42	42	2016-01-13 19:59:45	2016-07-18 19:52:31	0	1	186	4	4	4	1	0	0	0	0		10	0	10
pas_configs	15	28	42	42	2016-06-02 01:23:22	2016-07-18 19:52:31	1	1	46	5	7	5.93	1.4	15	5	1	0.33	3	10	2	12
placements	39	3	42	42	2016-02-04 21:43:04	2016-07-18 19:52:31	1	1	164	6	7	6.72	1.17	1	1	0.03	0.03	1	10	1	11
promotes	52	0	-	51	2016-01-13 19:59:45	2018-05-09 21:40:03	0	3	847	10	10	10	1	0	0	0	0		20	0	20
schedules	10	39	-	51	2016-06-28 00:56:32	2018-05-09 21:40:03	1	3	680	7	7	7	1	1	1	0.1	0.1	1	20	1	21
schema_versions	7	45	-	51	2016-08-08 22:27:59	2018-05-09 21:40:03	1	3	638	1	1	1	1	0	0	0	0		20	0	20
security_zones	39	3	42	42	2016-02-04 21:43:04	2016-07-18 19:52:31	1	1	164	6	6	6	1	0	0	0	0		10	0	10
spot_auto_scaling_groups	32	10	42	42	2016-02-21 23:12:27	2016-07-18 19:52:31	1	1	147	5	6	6.59	1.2	12	5	0.38	0.16	2.4	10	2	12
tags	32	20	-	51	2016-05-04 23:15:41	2018-05-09 21:40:03	1	3	734	10	8	8.06	0.8	2	1	0.06	0.03	2	20	1	21
tokens_and_roles	52	0	-	51	2016-01-13 19:59:45	2018-05-09 21:40:03	0	3	847	6	6	6	1	0	0	0	0		20	0	20
user_ratings	52	0	-	51	2016-01-13 19:59:45	2018-05-09 21:40:03	0	3	847	5	5	5	1	0	0	0	0		20	0	20
users_and_roles	52	0	-	51	2016-01-13 19:59:45	2018-05-09 21:40:03	0	3	847	4	4	4	1	0	0	0	0		20	0	20
