Table	Duration	Birth	Death	LastKnownVersion	BirthDate	LKVDate	YearOfBirth	YearOfLKV	DurationDays	SchemaSize@Birth	SchemaSize@LKV	SchemaSizeAvg	SchemaSizeResizeRatio	SumUpd	CountVwUpd	ATU	UpdRate	AvgUpdVolume	SurvivalClass	ActivityClass	LADClass
fcs_action_logs	67	0	-	66	2018-01-16 17:16:37	2019-03-31 20:44:16	0	2	439	7	7	7	1	0	0	0	0		20	0	20
fcs_address	67	0	-	66	2018-01-16 17:16:37	2019-03-31 20:44:16	0	2	439	15	15	15	1	0	0	0	0		20	0	20
fcs_attribute	67	0	-	66	2018-01-16 17:16:37	2019-03-31 20:44:16	0	2	439	5	6	5.58	1.2	1	1	0.01	0.01	1	20	1	21
fcs_blog_posts	67	0	-	66	2018-01-16 17:16:37	2019-03-31 20:44:16	0	2	439	11	11	11	1	0	0	0	0		20	0	20
fcs_cart_products	67	0	-	66	2018-01-16 17:16:37	2019-03-31 20:44:16	0	2	439	7	7	7	1	4	1	0.06	0.01	4	20	1	21
fcs_carts	67	0	-	66	2018-01-16 17:16:37	2019-03-31 20:44:16	0	2	439	5	6	5.01	1.2	5	2	0.07	0.03	2.5	20	1	21
fcs_category	67	0	-	66	2018-01-16 17:16:37	2019-03-31 20:44:16	0	2	439	10	9	9.51	0.9	5	2	0.07	0.03	2.5	20	1	21
fcs_category_product	67	0	-	66	2018-01-16 17:16:37	2019-03-31 20:44:16	0	2	439	2	2	2	1	0	0	0	0		20	0	20
fcs_configuration	67	0	-	66	2018-01-16 17:16:37	2019-03-31 20:44:16	0	2	439	9	10	9.51	1.11	1	1	0.01	0.01	1	20	1	21
fcs_cronjob_logs	9	58	-	66	2018-10-18 13:15:07	2019-03-31 20:44:16	1	2	164	4	4	4	1	2	1	0.22	0.11	2	20	1	21
fcs_cronjobs	9	58	-	66	2018-10-18 13:15:07	2019-03-31 20:44:16	1	2	164	7	7	7	1	2	1	0.22	0.11	2	20	1	21
fcs_customer	67	0	-	66	2018-01-16 17:16:37	2019-03-31 20:44:16	0	2	439	13	14	13.58	1.08	8	4	0.12	0.06	2	20	2	22
fcs_deposits	67	0	-	66	2018-01-16 17:16:37	2019-03-31 20:44:16	0	2	439	4	4	4	1	0	0	0	0		20	0	20
fcs_email_logs	67	0	-	66	2018-01-16 17:16:37	2019-03-31 20:44:16	0	2	439	8	8	8	1	1	1	0.01	0.01	1	20	1	21
fcs_images	67	0	-	66	2018-01-16 17:16:37	2019-03-31 20:44:16	0	2	439	2	2	2	1	0	0	0	0		20	0	20
fcs_invoices	67	0	-	66	2018-01-16 17:16:37	2019-03-31 20:44:16	0	2	439	5	5	5	1	0	0	0	0		20	0	20
fcs_manufacturer	67	0	-	66	2018-01-16 17:16:37	2019-03-31 20:44:16	0	2	439	32	37	35.36	1.16	19	9	0.28	0.13	2.11	20	2	22
fcs_order_detail	67	0	-	66	2018-01-16 17:16:37	2019-03-31 20:44:16	0	2	439	13	15	12.9	1.15	26	8	0.39	0.12	3.25	20	2	22
fcs_order_detail_tax	67	0	-	66	2018-01-16 17:16:37	2019-03-31 20:44:16	0	2	439	3	3	3	1	0	0	0	0		20	0	20
fcs_order_detail_units	41	26	-	66	2018-05-09 13:44:05	2019-03-31 20:44:16	1	2	326	5	6	5.98	1.2	3	3	0.07	0.07	1	20	1	21
fcs_orders	43	0	42	42	2018-01-16 17:16:37	2018-08-01 09:28:17	0	1	196	13	13	13.05	1	4	2	0.09	0.05	2	10	1	11
fcs_pages	67	0	-	66	2018-01-16 17:16:37	2019-03-31 20:44:16	0	2	439	15	15	15	1	0	0	0	0		20	0	20
fcs_payments	67	0	-	66	2018-01-16 17:16:37	2019-03-31 20:44:16	0	2	439	13	13	13	1	0	0	0	0		20	0	20
