Table	Duration	Birth	Death	LastKnownVersion	BirthDate	LKVDate	YearOfBirth	YearOfLKV	DurationDays	SchemaSize@Birth	SchemaSize@LKV	SchemaSizeAvg	SchemaSizeResizeRatio	SumUpd	CountVwUpd	ATU	UpdRate	AvgUpdVolume	SurvivalClass	ActivityClass	LADClass
access_tokens	24	0	-	23	2014-05-07 18:18:36	2015-10-06 17:07:25	0	2	516	5	6	5.21	1.2	4	3	0.17	0.12	1.33	20	1	21
accesses	24	0	-	23	2014-05-07 18:18:36	2015-10-06 17:07:25	0	2	516	4	4	4	1	0	0	0	0		20	0	20
ad_groups	24	0	-	23	2014-05-07 18:18:36	2015-10-06 17:07:25	0	2	516	2	2	2	1	0	0	0	0		20	0	20
ad_types	24	0	-	23	2014-05-07 18:18:36	2015-10-06 17:07:25	0	2	516	2	2	2	1	0	0	0	0		20	0	20
assets	24	0	-	23	2014-05-07 18:18:36	2015-10-06 17:07:25	0	2	516	10	11	10.67	1.1	1	1	0.04	0.04	1	20	1	21
attributions	24	0	-	23	2014-05-07 18:18:36	2015-10-06 17:07:25	0	2	516	19	19	19	1	0	0	0	0		20	0	20
audits	21	2	-	23	2014-05-09 19:34:34	2015-10-06 17:07:25	1	2	514	9	9	9	1	5	2	0.24	0.1	2.5	20	1	21
authors	24	0	-	23	2014-05-07 18:18:36	2015-10-06 17:07:25	0	2	516	7	7	7.25	1	6	2	0.25	0.08	3	20	2	22
bid_match_types	24	0	-	23	2014-05-07 18:18:36	2015-10-06 17:07:25	0	2	516	2	2	2	1	0	0	0	0		20	0	20
browsers	24	0	-	23	2014-05-07 18:18:36	2015-10-06 17:07:25	0	2	516	2	2	2	1	0	0	0	0		20	0	20
campaigns	24	0	-	23	2014-05-07 18:18:36	2015-10-06 17:07:25	0	2	516	2	2	2	1	0	0	0	0		20	0	20
categories	24	0	-	23	2014-05-07 18:18:36	2015-10-06 17:07:25	0	2	516	4	4	4	1	0	0	0	0		20	0	20
cities	24	0	-	23	2014-05-07 18:18:36	2015-10-06 17:07:25	0	2	516	2	2	2	1	0	0	0	0		20	0	20
contents	24	0	-	23	2014-05-07 18:18:36	2015-10-06 17:07:25	0	2	516	2	2	2	1	0	0	0	0		20	0	20
cookies	24	0	-	23	2014-05-07 18:18:36	2015-10-06 17:07:25	0	2	516	1	1	1	1	0	0	0	0		20	0	20
countries	24	0	-	23	2014-05-07 18:18:36	2015-10-06 17:07:25	0	2	516	2	2	2	1	0	0	0	0		20	0	20
creatives	24	0	-	23	2014-05-07 18:18:36	2015-10-06 17:07:25	0	2	516	2	2	2	1	0	0	0	0		20	0	20
device_types	24	0	-	23	2014-05-07 18:18:36	2015-10-06 17:07:25	0	2	516	2	2	2	1	0	0	0	0		20	0	20
devices	24	0	-	23	2014-05-07 18:18:36	2015-10-06 17:07:25	0	2	516	2	2	2	1	0	0	0	0		20	0	20
domains	24	0	-	23	2014-05-07 18:18:36	2015-10-06 17:07:25	0	2	516	2	2	2	1	0	0	0	0		20	0	20
event_types	24	0	-	23	2014-05-07 18:18:36	2015-10-06 17:07:25	0	2	516	2	2	2	1	0	0	0	0		20	0	20
events	24	0	-	23	2014-05-07 18:18:36	2015-10-06 17:07:25	0	2	516	5	5	5	1	0	0	0	0		20	0	20
experiments	24	0	-	23	2014-05-07 18:18:36	2015-10-06 17:07:25	0	2	516	2	2	2	1	0	0	0	0		20	0	20
http_methods	24	0	-	23	2014-05-07 18:18:36	2015-10-06 17:07:25	0	2	516	2	2	2	1	0	0	0	0		20	0	20
ip_addresses	24	0	-	23	2014-05-07 18:18:36	2015-10-06 17:07:25	0	2	516	2	2	2	1	0	0	0	0		20	0	20
ip_lookups	24	0	-	23	2014-05-07 18:18:36	2015-10-06 17:07:25	0	2	516	7	7	7	1	0	0	0	0		20	0	20
keywords	24	0	-	23	2014-05-07 18:18:36	2015-10-06 17:07:25	0	2	516	2	2	2	1	0	0	0	0		20	0	20
locations	24	0	-	23	2014-05-07 18:18:36	2015-10-06 17:07:25	0	2	516	4	4	4	1	0	0	0	0		20	0	20
match_types	24	0	-	23	2014-05-07 18:18:36	2015-10-06 17:07:25	0	2	516	2	2	2	1	0	0	0	0		20	0	20
mediums	24	0	-	23	2014-05-07 18:18:36	2015-10-06 17:07:25	0	2	516	2	2	2	1	0	0	0	0		20	0	20
mime_types	24	0	-	23	2014-05-07 18:18:36	2015-10-06 17:07:25	0	2	516	2	2	2	1	0	0	0	0		20	0	20
