Table	Duration	Birth	Death	LastKnownVersion	BirthDate	LKVDate	YearOfBirth	YearOfLKV	DurationDays	SchemaSize@Birth	SchemaSize@LKV	SchemaSizeAvg	SchemaSizeResizeRatio	SumUpd	CountVwUpd	ATU	UpdRate	AvgUpdVolume	SurvivalClass	ActivityClass	LADClass
auth_group	4	0	-	3	2015-07-23 17:19:53	2017-11-17 17:09:52	0	3	847	2	2	2	1	0	0	0	0		20	0	20
auth_group_permissions	4	0	-	3	2015-07-23 17:19:53	2017-11-17 17:09:52	0	3	847	3	3	3	1	0	0	0	0		20	0	20
auth_message	4	0	-	3	2015-07-23 17:19:53	2017-11-17 17:09:52	0	3	847	3	3	3	1	0	0	0	0		20	0	20
auth_permission	4	0	-	3	2015-07-23 17:19:53	2017-11-17 17:09:52	0	3	847	4	4	4	1	0	0	0	0		20	0	20
auth_user	4	0	-	3	2015-07-23 17:19:53	2017-11-17 17:09:52	0	3	847	11	11	11	1	0	0	0	0		20	0	20
auth_user_groups	4	0	-	3	2015-07-23 17:19:53	2017-11-17 17:09:52	0	3	847	3	3	3	1	0	0	0	0		20	0	20
auth_user_user_permissions	4	0	-	3	2015-07-23 17:19:53	2017-11-17 17:09:52	0	3	847	3	3	3	1	0	0	0	0		20	0	20
django_admin_log	4	0	-	3	2015-07-23 17:19:53	2017-11-17 17:09:52	0	3	847	8	8	8	1	0	0	0	0		20	0	20
django_content_type	4	0	-	3	2015-07-23 17:19:53	2017-11-17 17:09:52	0	3	847	4	4	4	1	0	0	0	0		20	0	20
django_session	4	0	-	3	2015-07-23 17:19:53	2017-11-17 17:09:52	0	3	847	3	3	3	1	0	0	0	0		20	0	20
geoip_country_to_region	4	0	-	3	2015-07-23 17:19:53	2017-11-17 17:09:52	0	3	847	4	4	4	1	0	0	0	0		20	0	20
geoip_ip_to_country	4	0	-	3	2015-07-23 17:19:53	2017-11-17 17:09:52	0	3	847	4	4	4	1	0	0	0	0		20	0	20
geoip_mirror_region_map	4	0	-	3	2015-07-23 17:19:53	2017-11-17 17:09:52	0	3	847	3	3	3	1	0	0	0	0		20	0	20
geoip_regions	4	0	-	3	2015-07-23 17:19:53	2017-11-17 17:09:52	0	3	847	6	6	6	1	0	0	0	0		20	0	20
mirror_aliases	4	0	-	3	2015-07-23 17:19:53	2017-11-17 17:09:52	0	3	847	3	3	3	1	0	0	0	0		20	0	20
mirror_lmm_lang_exceptions	4	0	-	3	2015-07-23 17:19:53	2017-11-17 17:09:52	0	3	847	3	3	3	1	1	1	0.25	0.25	1	20	1	21
mirror_location_mirror_map	4	0	-	3	2015-07-23 17:19:53	2017-11-17 17:09:52	0	3	847	5	5	5	1	1	1	0.25	0.25	1	20	1	21
mirror_locations	4	0	-	3	2015-07-23 17:19:53	2017-11-17 17:09:52	0	3	847	4	4	4	1	0	0	0	0		20	0	20
mirror_log	4	0	-	3	2015-07-23 17:19:53	2017-11-17 17:09:52	0	3	847	4	4	4	1	0	0	0	0		20	0	20
mirror_mirrors	4	0	-	3	2015-07-23 17:19:53	2017-11-17 17:09:52	0	3	847	6	6	6	1	0	0	0	0		20	0	20
mirror_mirrors_contacts	4	0	-	3	2015-07-23 17:19:53	2017-11-17 17:09:52	0	3	847	3	3	3	1	0	0	0	0		20	0	20
mirror_os	4	0	-	3	2015-07-23 17:19:53	2017-11-17 17:09:52	0	3	847	3	3	3	1	0	0	0	0		20	0	20
mirror_product_langs	4	0	-	3	2015-07-23 17:19:53	2017-11-17 17:09:52	0	3	847	3	3	3	1	0	0	0	0		20	0	20
mirror_products	4	0	-	3	2015-07-23 17:19:53	2017-11-17 17:09:52	0	3	847	7	7	7	1	0	0	0	0		20	0	20
mirror_sessions	4	0	-	3	2015-07-23 17:19:53	2017-11-17 17:09:52	0	3	847	2	2	2	1	0	0	0	0		20	0	20
mirror_users	4	0	-	3	2015-07-23 17:19:53	2017-11-17 17:09:52	0	3	847	7	7	7	1	0	0	0	0		20	0	20
sentry_log	4	0	-	3	2015-07-23 17:19:53	2017-11-17 17:09:52	0	3	847	6	6	6	1	0	0	0	0		20	0	20
south_migrationhistory	4	0	-	3	2015-07-23 17:19:53	2017-11-17 17:09:52	0	3	847	4	4	4	1	0	0	0	0		20	0	20
users_userprofile	4	0	-	3	2015-07-23 17:19:53	2017-11-17 17:09:52	0	3	847	6	6	6	1	0	0	0	0		20	0	20
